Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,C2_name,C2_unary1_key,C2_binary_key,C2_unary2_key,C3_name,C3_unary1_key,C3_binary_key,C3_unary2_key,Loss,Accuracy
1,"min(log(1 + exp(x)), cosh(x))",log(1 + exp(x)),"min(x1, x2)",cosh(x),"min((-x), log(abs(x + err)))",(-x),"min(x1, x2)",log(abs(x + err)),"min(cos(x), x**3)",cos(x),"min(x1, x2)",x**3,nan,0.10000000149011612
1,atanh(x) / (cos(x) + err),atanh(x),x1 / (x2 + err),cos(x),x**3 / (erf(x) + err),x**3,x1 / (x2 + err),erf(x),sqrt(x) + abs(x),sqrt(x),x1 + x2,abs(x),nan,0.10000000149011612
1,"max(max(x, 0), x**2)","max(x, 0)","max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(x) + sin(x),exp(x),x1 + x2,sin(x),0.8909674882888794,0.6812000274658203
1,"min(sinc(x), abs(x))",sinc(x),"min(x1, x2)",abs(x),(1/(1 + exp(-x))) / (sin(x) + err),(1/(1 + exp(-x))),x1 / (x2 + err),sin(x),exp(x) + x,exp(x),x1 + x2,x,nan,0.10000000149011612
1,"min(tanh(x), exp(-x^2))",tanh(x),"min(x1, x2)",exp(-x^2),(-x) / (x + err),(-x),x1 / (x2 + err),x,"max(x, 0) * cosh(x)","max(x, 0)",x1 * x2,cosh(x),nan,0.10000000149011612
1,atanh(x) + x**2,atanh(x),x1 + x2,x**2,"1 + max(x, 0)",1,x1 + x2,"max(x, 0)","min((1/(1 + exp(-x))), log(abs(x + err)))",(1/(1 + exp(-x))),"min(x1, x2)",log(abs(x + err)),nan,0.10000000149011612
1,(1/(1 + exp(-x))) * cosh(x),(1/(1 + exp(-x))),x1 * x2,cosh(x),sinc(x) - atanh(x),sinc(x),x1 - x2,atanh(x),exp(x) + atanh(x),exp(x),x1 + x2,atanh(x),nan,0.10000000149011612
1,log(1 + exp(x)) * abs(x),log(1 + exp(x)),x1 * x2,abs(x),x / (sinc(x) + err),x,x1 / (x2 + err),sinc(x),x**3 - (-x),x**3,x1 - x2,(-x),nan,0.10000000149011612
1,"max(x, 0) - 1","max(x, 0)",x1 - x2,1,x**3 + cos(x),x**3,x1 + x2,cos(x),tanh(x) * 0,tanh(x),x1 * x2,0,2.302586317062378,0.10000000149011612
1,"sinh(x) * max(x, 0)",sinh(x),x1 * x2,"max(x, 0)",cos(x) / (sinc(x) + err),cos(x),x1 / (x2 + err),sinc(x),"min(x, 0) / (x + err)","min(x, 0)",x1 / (x2 + err),x,nan,0.10000000149011612
1,"min(max(x, 0), cos(x))","max(x, 0)","min(x1, x2)",cos(x),"max(min(x, 0), x**3)","min(x, 0)","max(x1, x2)",x**3,"min(sqrt(x), erf(x))",sqrt(x),"min(x1, x2)",erf(x),1.0490130186080933,0.6266000270843506
1,exp(-x^2) * sin(x),exp(-x^2),x1 * x2,sin(x),(-x) * (-x),(-x),x1 * x2,(-x),1 / (asinh(x) + err),1,x1 / (x2 + err),asinh(x),16.78519058227539,0.0997999981045723
1,tanh(x) - erf(x),tanh(x),x1 - x2,erf(x),"log(1 + exp(x)) * min(x, 0)",log(1 + exp(x)),x1 * x2,"min(x, 0)",cos(x) - (-x),cos(x),x1 - x2,(-x),1.0578324794769287,0.6226000189781189
1,tanh(x) - asinh(x),tanh(x),x1 - x2,asinh(x),"min(sqrt(x), cosh(x))",sqrt(x),"min(x1, x2)",cosh(x),abs(x) - (-x),abs(x),x1 - x2,(-x),nan,0.10000000149011612
1,"min(abs(x), atanh(x))",abs(x),"min(x1, x2)",atanh(x),x**3 - log(abs(x + err)),x**3,x1 - x2,log(abs(x + err)),cosh(x) * sqrt(x),cosh(x),x1 * x2,sqrt(x),nan,0.10000000149011612
1,cos(x) - exp(x),cos(x),x1 - x2,exp(x),"min(x, max(x, 0))",x,"min(x1, x2)","max(x, 0)","max(cosh(x), erf(x))",cosh(x),"max(x1, x2)",erf(x),nan,0.10000000149011612
1,x - exp(-x^2),x,x1 - x2,exp(-x^2),"min(abs(x), sinc(x))",abs(x),"min(x1, x2)",sinc(x),x * sinc(x),x,x1 * x2,sinc(x),1.4386507272720337,0.4885999858379364
1,sin(x) + sqrt(x),sin(x),x1 + x2,sqrt(x),"min(abs(x), 0)",abs(x),"min(x1, x2)",0,sqrt(x) / (exp(x) + err),sqrt(x),x1 / (x2 + err),exp(x),nan,0.10000000149011612
1,x - (-x),x,x1 - x2,(-x),"max(x, abs(x))",x,"max(x1, x2)",abs(x),x**2 / (1 + err),x**2,x1 / (x2 + err),1,0.8879656195640564,0.6809999942779541
1,"max(sqrt(x), sinc(x))",sqrt(x),"max(x1, x2)",sinc(x),"max(asinh(x), 1)",asinh(x),"max(x1, x2)",1,cosh(x) + erf(x),cosh(x),x1 + x2,erf(x),nan,0.10000000149011612
1,cos(x) / (exp(-x^2) + err),cos(x),x1 / (x2 + err),exp(-x^2),log(1 + exp(x)) + (-x),log(1 + exp(x)),x1 + x2,(-x),"max(sinc(x), max(x, 0))",sinc(x),"max(x1, x2)","max(x, 0)",nan,0.10000000149011612
1,"max(x, 0) / (cos(x) + err)","max(x, 0)",x1 / (x2 + err),cos(x),"min(x, 0)",x,"min(x1, x2)",0,"min(max(x, 0), sinc(x))","max(x, 0)","min(x1, x2)",sinc(x),2.3026418685913086,0.10000000149011612
1,cos(x) - tanh(x),cos(x),x1 - x2,tanh(x),"max(0, atanh(x))",0,"max(x1, x2)",atanh(x),0 * log(abs(x + err)),0,x1 * x2,log(abs(x + err)),nan,0.10000000149011612
1,log(1 + exp(x)) * sinc(x),log(1 + exp(x)),x1 * x2,sinc(x),sinc(x) + exp(-x^2),sinc(x),x1 + x2,exp(-x^2),tanh(x) * erf(x),tanh(x),x1 * x2,erf(x),nan,0.10000000149011612
1,asinh(x) * exp(x),asinh(x),x1 * x2,exp(x),"min(cos(x), (1/(1 + exp(-x))))",cos(x),"min(x1, x2)",(1/(1 + exp(-x))),"min(min(x, 0), atanh(x))","min(x, 0)","min(x1, x2)",atanh(x),nan,0.10000000149011612
1,sin(x) - x,sin(x),x1 - x2,x,exp(x) - atanh(x),exp(x),x1 - x2,atanh(x),"max(sqrt(x), abs(x))",sqrt(x),"max(x1, x2)",abs(x),nan,0.10000000149011612
1,"max(x, 0) * exp(x)","max(x, 0)",x1 * x2,exp(x),asinh(x) + cos(x),asinh(x),x1 + x2,cos(x),"max(x, 0) * 0","max(x, 0)",x1 * x2,0,2.302586078643799,0.10000000149011612
1,(-x) * x,(-x),x1 * x2,x,sin(x) + log(abs(x + err)),sin(x),x1 + x2,log(abs(x + err)),"min(log(abs(x + err)), sin(x))",log(abs(x + err)),"min(x1, x2)",sin(x),nan,0.10000000149011612
1,"max(sqrt(x), min(x, 0))",sqrt(x),"max(x1, x2)","min(x, 0)","min(x, 0) * (-x)","min(x, 0)",x1 * x2,(-x),abs(x) - asinh(x),abs(x),x1 - x2,asinh(x),nan,0.10000000149011612
1,"min(tanh(x), log(abs(x + err)))",tanh(x),"min(x1, x2)",log(abs(x + err)),(-x) / (cos(x) + err),(-x),x1 / (x2 + err),cos(x),abs(x) / (erf(x) + err),abs(x),x1 / (x2 + err),erf(x),nan,0.10000000149011612
1,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"min(sin(x), min(x, 0))",sin(x),"min(x1, x2)","min(x, 0)","sinc(x) - max(x, 0)",sinc(x),x1 - x2,"max(x, 0)",1.106371521949768,0.6051999926567078
1,"max((1/(1 + exp(-x))), cos(x))",(1/(1 + exp(-x))),"max(x1, x2)",cos(x),"max(1, cosh(x))",1,"max(x1, x2)",cosh(x),cosh(x) * sin(x),cosh(x),x1 * x2,sin(x),nan,0.10000000149011612
1,"sinh(x) - max(x, 0)",sinh(x),x1 - x2,"max(x, 0)",x**3 / (sinh(x) + err),x**3,x1 / (x2 + err),sinh(x),exp(-x^2) / (log(1 + exp(x)) + err),exp(-x^2),x1 / (x2 + err),log(1 + exp(x)),nan,0.10000000149011612
1,tanh(x) / (exp(x) + err),tanh(x),x1 / (x2 + err),exp(x),"max(sinc(x), x**3)",sinc(x),"max(x1, x2)",x**3,abs(x) * abs(x),abs(x),x1 * x2,abs(x),nan,0.10000000149011612
1,sinh(x) - cos(x),sinh(x),x1 - x2,cos(x),sqrt(x) / (x**2 + err),sqrt(x),x1 / (x2 + err),x**2,log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),nan,0.10000000149011612
1,asinh(x) + x**2,asinh(x),x1 + x2,x**2,"cosh(x) - min(x, 0)",cosh(x),x1 - x2,"min(x, 0)",sin(x) / (erf(x) + err),sin(x),x1 / (x2 + err),erf(x),nan,0.10000000149011612
1,"min((1/(1 + exp(-x))), log(abs(x + err)))",(1/(1 + exp(-x))),"min(x1, x2)",log(abs(x + err)),abs(x) - sinh(x),abs(x),x1 - x2,sinh(x),"min(sin(x), tanh(x))",sin(x),"min(x1, x2)",tanh(x),nan,0.10000000149011612
2,"max(max(x, 0), x**2)","max(x, 0)","max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(x) + sin(x),exp(x),x1 + x2,sin(x),0.8909674882888794,0.6812000274658203
2,x - (-x),x,x1 - x2,(-x),"max(x, abs(x))",x,"max(x1, x2)",abs(x),x**2 / (1 + err),x**2,x1 / (x2 + err),1,0.8879656195640564,0.6809999942779541
2,tanh(x) - erf(x),tanh(x),x1 - x2,erf(x),"log(1 + exp(x)) * min(x, 0)",log(1 + exp(x)),x1 * x2,"min(x, 0)",cos(x) - (-x),cos(x),x1 - x2,(-x),1.0578324794769287,0.6226000189781189
2,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"min(sin(x), min(x, 0))",sin(x),"min(x1, x2)","min(x, 0)","sinc(x) - max(x, 0)",sinc(x),x1 - x2,"max(x, 0)",1.106371521949768,0.6051999926567078
2,"min(max(x, 0), cos(x))","max(x, 0)","min(x1, x2)",cos(x),"max(min(x, 0), x**3)","min(x, 0)","max(x1, x2)",x**3,"min(sqrt(x), erf(x))",sqrt(x),"min(x1, x2)",erf(x),1.0490130186080933,0.6266000270843506
2,x - exp(-x^2),x,x1 - x2,exp(-x^2),"min(abs(x), (1/(1 + exp(-x))))",abs(x),"min(x1, x2)",(1/(1 + exp(-x))),x**3 / (log(abs(x + err)) + err),x**3,x1 / (x2 + err),log(abs(x + err)),nan,0.10000000149011612
2,tanh(x) - erf(x),tanh(x),x1 - x2,erf(x),"log(1 + exp(x)) * min(x, 0)",log(1 + exp(x)),x1 * x2,"min(x, 0)",exp(x) + x,exp(x),x1 + x2,x,1.2183837890625,0.5759999752044678
2,asinh(x) / (0 + err),asinh(x),x1 / (x2 + err),0,"min(tanh(x), (1/(1 + exp(-x))))",tanh(x),"min(x1, x2)",(1/(1 + exp(-x))),"x**3 / (max(x, 0) + err)",x**3,x1 / (x2 + err),"max(x, 0)",2.3025879859924316,0.10000000149011612
2,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"min(sin(x), erf(x))",sin(x),"min(x1, x2)",erf(x),"max(cos(x), min(x, 0))",cos(x),"max(x1, x2)","min(x, 0)",1.02711820602417,0.6353999972343445
2,"max(x, 0) - 1","max(x, 0)",x1 - x2,1,atanh(x) + cos(x),atanh(x),x1 + x2,cos(x),"tanh(x) * max(x, 0)",tanh(x),x1 * x2,"max(x, 0)",nan,0.10000000149011612
2,"max(x, 0) * exp(x)","max(x, 0)",x1 * x2,exp(x),"asinh(x) + min(x, 0)",asinh(x),x1 + x2,"min(x, 0)","sinc(x) - max(x, 0)",sinc(x),x1 - x2,"max(x, 0)",1.0265822410583496,0.6299999952316284
2,"max(max(x, 0), exp(-x^2))","max(x, 0)","max(x1, x2)",exp(-x^2),"min(abs(x), sinc(x))",abs(x),"min(x1, x2)",sinc(x),x * x**3,x,x1 * x2,x**3,1.4632760286331177,0.45980000495910645
2,"max(x, 0) - 1","max(x, 0)",x1 - x2,1,"x**3 + min(x, 0)",x**3,x1 + x2,"min(x, 0)",cos(x) - log(abs(x + err)),cos(x),x1 - x2,log(abs(x + err)),2.289363384246826,0.12540000677108765
2,x - exp(-x^2),x,x1 - x2,exp(-x^2),"min(abs(x), sinc(x))",abs(x),"min(x1, x2)",sinc(x),x * sinc(x),x,x1 * x2,sinc(x),1.4856027364730835,0.45739999413490295
2,asinh(x) / (cosh(x) + err),asinh(x),x1 / (x2 + err),cosh(x),"min(tanh(x), x**2)",tanh(x),"min(x1, x2)",x**2,exp(x) / (sin(x) + err),exp(x),x1 / (x2 + err),sin(x),nan,0.10000000149011612
2,asinh(x) - 1,asinh(x),x1 - x2,1,"log(1 + exp(x)) * min(x, 0)",log(1 + exp(x)),x1 * x2,"min(x, 0)",cos(x) - (-x),cos(x),x1 - x2,(-x),1.103874683380127,0.6075999736785889
2,x - 1,x,x1 - x2,1,x + cos(x),x,x1 + x2,cos(x),tanh(x) * 0,tanh(x),x1 * x2,0,2.3025858402252197,0.10000000149011612
2,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"min(sin(x), min(x, 0))",sin(x),"min(x1, x2)","min(x, 0)",sinc(x) * (-x),sinc(x),x1 * x2,(-x),1.081640601158142,0.6132000088691711
2,(-x) - (-x),(-x),x1 - x2,(-x),"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(x) + sin(x),exp(x),x1 + x2,sin(x),2.3027613162994385,0.10000000149011612
2,"min(asinh(x), cosh(x))",asinh(x),"min(x1, x2)",cosh(x),"min(sin(x), (1/(1 + exp(-x))))",sin(x),"min(x1, x2)",(1/(1 + exp(-x))),x**3 / (log(1 + exp(x)) + err),x**3,x1 / (x2 + err),log(1 + exp(x)),1.145960807800293,0.5971999764442444
2,x - exp(-x^2),x,x1 - x2,exp(-x^2),"min(abs(x), cos(x))",abs(x),"min(x1, x2)",cos(x),exp(x) + sin(x),exp(x),x1 + x2,sin(x),1.4097768068313599,0.504800021648407
2,"min(asinh(x), cos(x))",asinh(x),"min(x1, x2)",cos(x),"max(min(x, 0), x**3)","min(x, 0)","max(x1, x2)",x**3,"min(sqrt(x), abs(x))",sqrt(x),"min(x1, x2)",abs(x),1.0317929983139038,0.6330000162124634
2,x + (-x),x,x1 + x2,(-x),"max(x, x**3)",x,"max(x1, x2)",x**3,"min(sqrt(x), erf(x))",sqrt(x),"min(x1, x2)",erf(x),nan,0.10000000149011612
2,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"sin(x) * min(x, 0)",sin(x),x1 * x2,"min(x, 0)",cos(x) * (-x),cos(x),x1 * x2,(-x),nan,0.10000000149011612
2,tanh(x) - erf(x),tanh(x),x1 - x2,erf(x),"max(sinc(x), x**3)",sinc(x),"max(x1, x2)",x**3,"min(sqrt(x), erf(x))",sqrt(x),"min(x1, x2)",erf(x),nan,0.10000000149011612
2,"max(asinh(x), x**2)",asinh(x),"max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,erf(x) + sin(x),erf(x),x1 + x2,sin(x),0.9039035439491272,0.6832000017166138
2,tanh(x) - cosh(x),tanh(x),x1 - x2,cosh(x),"min(sqrt(x), min(x, 0))",sqrt(x),"min(x1, x2)","min(x, 0)","sinc(x) - max(x, 0)",sinc(x),x1 - x2,"max(x, 0)",nan,0.10000000149011612
2,asinh(x) - sinc(x),asinh(x),x1 - x2,sinc(x),"max(sin(x), x**3)",sin(x),"max(x1, x2)",x**3,"min(sqrt(x), erf(x))",sqrt(x),"min(x1, x2)",erf(x),2.302659273147583,0.10000000149011612
2,asinh(x) / (cosh(x) + err),asinh(x),x1 / (x2 + err),cosh(x),"min(tanh(x), (1/(1 + exp(-x))))",tanh(x),"min(x1, x2)",(1/(1 + exp(-x))),x**3 / (sinc(x) + err),x**3,x1 / (x2 + err),sinc(x),nan,0.10000000149011612
2,asinh(x) / (cosh(x) + err),asinh(x),x1 / (x2 + err),cosh(x),"min(tanh(x), (1/(1 + exp(-x))))",tanh(x),"min(x1, x2)",(1/(1 + exp(-x))),x**3 / (1 + err),x**3,x1 / (x2 + err),1,0.9099279046058655,0.6715999841690063
2,x - exp(-x^2),x,x1 - x2,exp(-x^2),"min(abs(x), sinc(x))",abs(x),"min(x1, x2)",sinc(x),x * sinc(x),x,x1 * x2,sinc(x),1.501017451286316,0.4697999954223633
2,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"min(sin(x), sin(x))",sin(x),"min(x1, x2)",sin(x),"sinc(x) - max(x, 0)",sinc(x),x1 - x2,"max(x, 0)",0.9750361442565918,0.6575999855995178
2,"max(x, 0) / (cos(x) + err)","max(x, 0)",x1 / (x2 + err),cos(x),"max(min(x, 0), x**3)","min(x, 0)","max(x1, x2)",x**3,exp(x) + sin(x),exp(x),x1 + x2,sin(x),nan,0.10000000149011612
2,cos(x) - exp(-x^2),cos(x),x1 - x2,exp(-x^2),"max(abs(x), abs(x))",abs(x),"max(x1, x2)",abs(x),x**2 / (1 + err),x**2,x1 / (x2 + err),1,1.1447551250457764,0.5892000198364258
2,"min(x, (-x))",x,"min(x1, x2)",(-x),"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(x) + sin(x),exp(x),x1 + x2,sin(x),1.0205249786376953,0.6331999897956848
2,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),"min(tanh(x), 0)",tanh(x),"min(x1, x2)",0,"min(max(x, 0), sinc(x))","max(x, 0)","min(x1, x2)",sinc(x),1.4013251066207886,0.5249999761581421
2,x - abs(x),x,x1 - x2,abs(x),"max(min(x, 0), x**3)","min(x, 0)","max(x1, x2)",x**3,"min(sqrt(x), erf(x))",sqrt(x),"min(x1, x2)",erf(x),1.1568833589553833,0.5849999785423279
2,x - (-x),x,x1 - x2,(-x),asinh(x) + cos(x),asinh(x),x1 + x2,cos(x),tanh(x) * 0,tanh(x),x1 * x2,0,2.3025872707366943,0.10000000149011612
2,"max(x, 0) * exp(x)","max(x, 0)",x1 * x2,exp(x),asinh(x) + cos(x),asinh(x),x1 + x2,cos(x),"max(log(abs(x + err)), min(x, 0))",log(abs(x + err)),"max(x1, x2)","min(x, 0)",2.8794074058532715,0.29739999771118164
2,x - exp(-x^2),x,x1 - x2,exp(-x^2),"min(abs(x), sinc(x))",abs(x),"min(x1, x2)",sinc(x),x * asinh(x),x,x1 * x2,asinh(x),1.352364420890808,0.5134000182151794
2,atanh(x) - tanh(x),atanh(x),x1 - x2,tanh(x),exp(-x^2) - log(1 + exp(x)),exp(-x^2),x1 - x2,log(1 + exp(x)),"min(atanh(x), (1/(1 + exp(-x))))",atanh(x),"min(x1, x2)",(1/(1 + exp(-x))),nan,0.10000000149011612
2,x**3 + sinc(x),x**3,x1 + x2,sinc(x),"min(x, 0) * cos(x)","min(x, 0)",x1 * x2,cos(x),"min(min(x, 0), max(x, 0))","min(x, 0)","min(x1, x2)","max(x, 0)",nan,0.10000000149011612
2,asinh(x) * log(1 + exp(x)),asinh(x),x1 * x2,log(1 + exp(x)),asinh(x) - erf(x),asinh(x),x1 - x2,erf(x),x**2 / ((-x) + err),x**2,x1 / (x2 + err),(-x),0.8856157064437866,0.6886000037193298
2,atanh(x) - tanh(x),atanh(x),x1 - x2,tanh(x),0 + sqrt(x),0,x1 + x2,sqrt(x),sinh(x) * 0,sinh(x),x1 * x2,0,nan,0.10000000149011612
2,"max(0, asinh(x))",0,"max(x1, x2)",asinh(x),"max(log(1 + exp(x)), sqrt(x))",log(1 + exp(x)),"max(x1, x2)",sqrt(x),sqrt(x) - cos(x),sqrt(x),x1 - x2,cos(x),0.9566546678543091,0.6610000133514404
2,exp(x) * tanh(x),exp(x),x1 * x2,tanh(x),"min(sinh(x), 1)",sinh(x),"min(x1, x2)",1,"min(sin(x), max(x, 0))",sin(x),"min(x1, x2)","max(x, 0)",nan,0.10000000149011612
2,erf(x) + sqrt(x),erf(x),x1 + x2,sqrt(x),"max(sinh(x), log(abs(x + err)))",sinh(x),"max(x1, x2)",log(abs(x + err)),"min(log(abs(x + err)), tanh(x))",log(abs(x + err)),"min(x1, x2)",tanh(x),nan,0.10000000149011612
2,"min(atanh(x), 1)",atanh(x),"min(x1, x2)",1,"min(asinh(x), asinh(x))",asinh(x),"min(x1, x2)",asinh(x),"(-x) / (max(x, 0) + err)",(-x),x1 / (x2 + err),"max(x, 0)",nan,0.10000000149011612
2,cosh(x) + asinh(x),cosh(x),x1 + x2,asinh(x),"max(x**2, x**3)",x**2,"max(x1, x2)",x**3,asinh(x) / (cos(x) + err),asinh(x),x1 / (x2 + err),cos(x),nan,0.10000000149011612
2,"max(0, log(1 + exp(x)))",0,"max(x1, x2)",log(1 + exp(x)),exp(x) * 0,exp(x),x1 * x2,0,0 + asinh(x),0,x1 + x2,asinh(x),2.3034262657165527,0.10000000149011612
3,"max(asinh(x), x**2)",asinh(x),"max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,erf(x) + sin(x),erf(x),x1 + x2,sin(x),0.9039035439491272,0.6832000017166138
3,"max(max(x, 0), x**2)","max(x, 0)","max(x1, x2)",x**2,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(x) + sin(x),exp(x),x1 + x2,sin(x),0.8909674882888794,0.6812000274658203
3,x - (-x),x,x1 - x2,(-x),"max(x, abs(x))",x,"max(x1, x2)",abs(x),x**2 / (1 + err),x**2,x1 / (x2 + err),1,0.8879656195640564,0.6809999942779541
3,asinh(x) / (cosh(x) + err),asinh(x),x1 / (x2 + err),cosh(x),"min(tanh(x), (1/(1 + exp(-x))))",tanh(x),"min(x1, x2)",(1/(1 + exp(-x))),x**3 / (1 + err),x**3,x1 / (x2 + err),1,0.9099279046058655,0.6715999841690063
3,asinh(x) * log(1 + exp(x)),asinh(x),x1 * x2,log(1 + exp(x)),asinh(x) - erf(x),asinh(x),x1 - x2,erf(x),x**2 / ((-x) + err),x**2,x1 / (x2 + err),(-x),0.8856157064437866,0.6886000037193298
3,"max(x, 0) * exp(x)","max(x, 0)",x1 * x2,exp(x),"0 * min(x, 0)",0,x1 * x2,"min(x, 0)",cos(x) - (-x),cos(x),x1 - x2,(-x),2.3177547454833984,0.10000000149011612
3,"max(x, 0) - (1/(1 + exp(-x)))","max(x, 0)",x1 - x2,(1/(1 + exp(-x))),"x**3 + min(x, 0)",x**3,x1 + x2,"min(x, 0)",cos(x) - cos(x),cos(x),x1 - x2,cos(x),2.3025858402252197,0.10000000149011612
3,asinh(x) / (cosh(x) + err),asinh(x),x1 / (x2 + err),cosh(x),"min(tanh(x), tanh(x))",tanh(x),"min(x1, x2)",tanh(x),x**3 / (1 + err),x**3,x1 / (x2 + err),1,0.9729129672050476,0.6502000093460083
3,x - 1,x,x1 - x2,1,"min(x, (1/(1 + exp(-x))))",x,"min(x1, x2)",(1/(1 + exp(-x))),x**3 / (1 + err),x**3,x1 / (x2 + err),1,0.925880491733551,0.676800012588501
3,tanh(x) - erf(x),tanh(x),x1 - x2,erf(x),"max(0, abs(x))",0,"max(x1, x2)",abs(x),x**2 / (1 + err),x**2,x1 / (x2 + err),1,0.8973140716552734,0.6876000165939331
3,x - exp(-x^2),x,x1 - x2,exp(-x^2),"max(cosh(x), abs(x))",cosh(x),"max(x1, x2)",abs(x),x**2 / (1 + err),x**2,x1 / (x2 + err),1,nan,0.10000000149011612
3,"max(0, asinh(x))",0,"max(x1, x2)",asinh(x),"max(log(1 + exp(x)), sqrt(x))",log(1 + exp(x)),"max(x1, x2)",sqrt(x),"sinc(x) - max(x, 0)",sinc(x),x1 - x2,"max(x, 0)",0.8889824151992798,0.6876000165939331
3,x - exp(-x^2),x,x1 - x2,exp(-x^2),abs(x) + cos(x),abs(x),x1 + x2,cos(x),"exp(x) + max(x, 0)",exp(x),x1 + x2,"max(x, 0)",nan,0.10000000149011612
3,x - 1,x,x1 - x2,1,x + cos(x),x,x1 + x2,cos(x),"1 * max(x, 0)",1,x1 * x2,"max(x, 0)",0.975684642791748,0.6474000215530396
