Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,C2_name,C2_unary1_key,C2_binary_key,C2_unary2_key,C3_name,C3_unary1_key,C3_binary_key,C3_unary2_key,Loss,Accuracy
1,sinh(x) * sinh(x),sinh(x),x1 * x2,sinh(x),log(1 + exp(x)) + x,log(1 + exp(x)),x1 + x2,x,"min(sinc(x), exp(-x^2))",sinc(x),"min(x1, x2)",exp(-x^2),nan,0.10000000149011612
1,x + erf(x),x,x1 + x2,erf(x),"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),"max(x**3, (-x))",x**3,"max(x1, x2)",(-x),1.0280958414077759,0.6335999965667725
1,"min(sinh(x), exp(-x^2))",sinh(x),"min(x1, x2)",exp(-x^2),"min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),1.430361032485962,0.4796000123023987
1,"x * min(x, 0)",x,x1 * x2,"min(x, 0)",cosh(x) * exp(-x^2),cosh(x),x1 * x2,exp(-x^2),sqrt(x) * tanh(x),sqrt(x),x1 * x2,tanh(x),nan,0.10000000149011612
1,"min(tanh(x), tanh(x))",tanh(x),"min(x1, x2)",tanh(x),log(abs(x + err)) * sinh(x),log(abs(x + err)),x1 * x2,sinh(x),"min(x, 0) * exp(-x^2)","min(x, 0)",x1 * x2,exp(-x^2),nan,0.10000000149011612
1,1 - asinh(x),1,x1 - x2,asinh(x),"max(x**2, cosh(x))",x**2,"max(x1, x2)",cosh(x),log(1 + exp(x)) / (tanh(x) + err),log(1 + exp(x)),x1 / (x2 + err),tanh(x),nan,0.10000000149011612
1,x**2 - exp(-x^2),x**2,x1 - x2,exp(-x^2),"min(sin(x), (1/(1 + exp(-x))))",sin(x),"min(x1, x2)",(1/(1 + exp(-x))),tanh(x) + atanh(x),tanh(x),x1 + x2,atanh(x),nan,0.10000000149011612
1,"cos(x) / (min(x, 0) + err)",cos(x),x1 / (x2 + err),"min(x, 0)","sqrt(x) * min(x, 0)",sqrt(x),x1 * x2,"min(x, 0)",sinh(x) + atanh(x),sinh(x),x1 + x2,atanh(x),nan,0.10000000149011612
1,"min(exp(x), x**3)",exp(x),"min(x1, x2)",x**3,asinh(x) / (x + err),asinh(x),x1 / (x2 + err),x,sin(x) / (abs(x) + err),sin(x),x1 / (x2 + err),abs(x),nan,0.10000000149011612
1,sinc(x) - exp(x),sinc(x),x1 - x2,exp(x),"min(x, 0) + erf(x)","min(x, 0)",x1 + x2,erf(x),exp(x) / ((1/(1 + exp(-x))) + err),exp(x),x1 / (x2 + err),(1/(1 + exp(-x))),nan,0.10000000149011612
1,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9218289852142334,0.6722000241279602
1,"max(asinh(x), max(x, 0))",asinh(x),"max(x1, x2)","max(x, 0)",cos(x) + (1/(1 + exp(-x))),cos(x),x1 + x2,(1/(1 + exp(-x))),"sin(x) - max(x, 0)",sin(x),x1 - x2,"max(x, 0)",1.0790878534317017,0.6244000196456909
1,tanh(x) * exp(-x^2),tanh(x),x1 * x2,exp(-x^2),"min(x, 0) * log(1 + exp(x))","min(x, 0)",x1 * x2,log(1 + exp(x)),"min(x, 0) / (sqrt(x) + err)","min(x, 0)",x1 / (x2 + err),sqrt(x),nan,0.10000000149011612
1,x + 0,x,x1 + x2,0,"min(min(x, 0), x)","min(x, 0)","min(x1, x2)",x,sqrt(x) * asinh(x),sqrt(x),x1 * x2,asinh(x),0.9424139857292175,0.6675999760627747
1,asinh(x) * sqrt(x),asinh(x),x1 * x2,sqrt(x),"atanh(x) - max(x, 0)",atanh(x),x1 - x2,"max(x, 0)",sqrt(x) - x,sqrt(x),x1 - x2,x,nan,0.10000000149011612
1,tanh(x) / (exp(x) + err),tanh(x),x1 / (x2 + err),exp(x),asinh(x) / (erf(x) + err),asinh(x),x1 / (x2 + err),erf(x),0 + tanh(x),0,x1 + x2,tanh(x),nan,0.10000000149011612
1,"max(sin(x), erf(x))",sin(x),"max(x1, x2)",erf(x),"min(x, 0) + max(x, 0)","min(x, 0)",x1 + x2,"max(x, 0)",erf(x) / ((-x) + err),erf(x),x1 / (x2 + err),(-x),0.9211187362670898,0.6909999847412109
1,cos(x) / ((-x) + err),cos(x),x1 / (x2 + err),(-x),"max(x, 0) + x**2","max(x, 0)",x1 + x2,x**2,sqrt(x) / (log(abs(x + err)) + err),sqrt(x),x1 / (x2 + err),log(abs(x + err)),nan,0.10000000149011612
1,(1/(1 + exp(-x))) / (sin(x) + err),(1/(1 + exp(-x))),x1 / (x2 + err),sin(x),"min(x, 0) / (cosh(x) + err)","min(x, 0)",x1 / (x2 + err),cosh(x),"max(atanh(x), exp(x))",atanh(x),"max(x1, x2)",exp(x),nan,0.10000000149011612
1,log(1 + exp(x)) / (asinh(x) + err),log(1 + exp(x)),x1 / (x2 + err),asinh(x),"atanh(x) * min(x, 0)",atanh(x),x1 * x2,"min(x, 0)","tanh(x) * max(x, 0)",tanh(x),x1 * x2,"max(x, 0)",nan,0.10000000149011612
1,sqrt(x) * x**2,sqrt(x),x1 * x2,x**2,x**2 - cosh(x),x**2,x1 - x2,cosh(x),x * sqrt(x),x,x1 * x2,sqrt(x),nan,0.10000000149011612
1,sqrt(x) / (exp(x) + err),sqrt(x),x1 / (x2 + err),exp(x),"max(x, 0) - sin(x)","max(x, 0)",x1 - x2,sin(x),"max(x, 0) * x","max(x, 0)",x1 * x2,x,nan,0.10000000149011612
1,"min(exp(-x^2), (-x))",exp(-x^2),"min(x1, x2)",(-x),1 / (log(1 + exp(x)) + err),1,x1 / (x2 + err),log(1 + exp(x)),sinc(x) / (1 + err),sinc(x),x1 / (x2 + err),1,nan,0.10000000149011612
1,"max(erf(x), x**3)",erf(x),"max(x1, x2)",x**3,(1/(1 + exp(-x))) - 1,(1/(1 + exp(-x))),x1 - x2,1,tanh(x) + asinh(x),tanh(x),x1 + x2,asinh(x),nan,0.10000000149011612
1,"max(sqrt(x), sinc(x))",sqrt(x),"max(x1, x2)",sinc(x),x**2 - x,x**2,x1 - x2,x,asinh(x) * (1/(1 + exp(-x))),asinh(x),x1 * x2,(1/(1 + exp(-x))),nan,0.10000000149011612
1,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),sqrt(x) + x**2,sqrt(x),x1 + x2,x**2,0.893181562423706,0.682200014591217
1,"max(cos(x), x**2)",cos(x),"max(x1, x2)",x**2,x**2 * cos(x),x**2,x1 * x2,cos(x),"min(x, 0) - sqrt(x)","min(x, 0)",x1 - x2,sqrt(x),2.2526068687438965,0.1736000031232834
1,"max(log(abs(x + err)), tanh(x))",log(abs(x + err)),"max(x1, x2)",tanh(x),"min(sinh(x), (-x))",sinh(x),"min(x1, x2)",(-x),exp(-x^2) * sinh(x),exp(-x^2),x1 * x2,sinh(x),nan,0.10000000149011612
1,exp(-x^2) + atanh(x),exp(-x^2),x1 + x2,atanh(x),sqrt(x) / (x + err),sqrt(x),x1 / (x2 + err),x,"min(x**2, cosh(x))",x**2,"min(x1, x2)",cosh(x),nan,0.10000000149011612
1,log(1 + exp(x)) - log(1 + exp(x)),log(1 + exp(x)),x1 - x2,log(1 + exp(x)),0 - sinc(x),0,x1 - x2,sinc(x),0 - sinh(x),0,x1 - x2,sinh(x),nan,0.10000000149011612
1,(-x) - x,(-x),x1 - x2,x,sin(x) * log(abs(x + err)),sin(x),x1 * x2,log(abs(x + err)),x**2 / (sinh(x) + err),x**2,x1 / (x2 + err),sinh(x),nan,0.10000000149011612
1,0 * x,0,x1 * x2,x,x**2 + atanh(x),x**2,x1 + x2,atanh(x),x**3 - (1/(1 + exp(-x))),x**3,x1 - x2,(1/(1 + exp(-x))),nan,0.10000000149011612
1,"min(cos(x), max(x, 0))",cos(x),"min(x1, x2)","max(x, 0)",erf(x) * atanh(x),erf(x),x1 * x2,atanh(x),x**3 - (-x),x**3,x1 - x2,(-x),nan,0.10000000149011612
1,sin(x) + x**2,sin(x),x1 + x2,x**2,"min(sqrt(x), asinh(x))",sqrt(x),"min(x1, x2)",asinh(x),exp(x) / (asinh(x) + err),exp(x),x1 / (x2 + err),asinh(x),nan,0.10000000149011612
1,"max(max(x, 0), min(x, 0))","max(x, 0)","max(x1, x2)","min(x, 0)","min(exp(-x^2), atanh(x))",exp(-x^2),"min(x1, x2)",atanh(x),"max(abs(x), (-x))",abs(x),"max(x1, x2)",(-x),nan,0.10000000149011612
2,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),sqrt(x) + x**2,sqrt(x),x1 + x2,x**2,0.893181562423706,0.682200014591217
2,"min(x**2, log(1 + exp(x)))",x**2,"min(x1, x2)",log(1 + exp(x)),"min(tanh(x), log(1 + exp(x)))",tanh(x),"min(x1, x2)",log(1 + exp(x)),"min(sinh(x), (-x))",sinh(x),"min(x1, x2)",(-x),0.980673611164093,0.6474000215530396
2,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9218289852142334,0.6722000241279602
2,"max(sin(x), erf(x))",sin(x),"max(x1, x2)",erf(x),"min(x, 0) + max(x, 0)","min(x, 0)",x1 + x2,"max(x, 0)",erf(x) / ((-x) + err),erf(x),x1 / (x2 + err),(-x),0.9211187362670898,0.6909999847412109
2,x + 0,x,x1 + x2,0,"min(min(x, 0), x)","min(x, 0)","min(x1, x2)",x,sqrt(x) * asinh(x),sqrt(x),x1 * x2,asinh(x),0.9424139857292175,0.6675999760627747
2,sinh(x) + cos(x),sinh(x),x1 + x2,cos(x),"min(min(x, 0), x)","min(x, 0)","min(x1, x2)",x,sqrt(x) * asinh(x),sqrt(x),x1 * x2,asinh(x),0.9998416900634766,0.6412000060081482
2,exp(x) + x**3,exp(x),x1 + x2,x**3,tanh(x) * 1,tanh(x),x1 * x2,1,log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9802859425544739,0.6552000045776367
2,"min(x**2, tanh(x))",x**2,"min(x1, x2)",tanh(x),"min(tanh(x), log(1 + exp(x)))",tanh(x),"min(x1, x2)",log(1 + exp(x)),"min(sinh(x), (-x))",sinh(x),"min(x1, x2)",(-x),1.044350028038025,0.6348000168800354
2,x + 0,x,x1 + x2,0,"min(x, 0) + max(x, 0)","min(x, 0)",x1 + x2,"max(x, 0)",erf(x) / ((-x) + err),erf(x),x1 / (x2 + err),(-x),1.0415313243865967,0.6510000228881836
2,x + erf(x),x,x1 + x2,erf(x),"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),"max(erf(x), (-x))",erf(x),"max(x1, x2)",(-x),0.9680814743041992,0.652999997138977
2,x**2 * tanh(x),x**2,x1 * x2,tanh(x),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),sqrt(x) + x**2,sqrt(x),x1 + x2,x**2,0.9105710983276367,0.673799991607666
2,x**2 * 0,x**2,x1 * x2,0,cos(x) - exp(x),cos(x),x1 - x2,exp(x),0 / (asinh(x) + err),0,x1 / (x2 + err),asinh(x),2.302588701248169,0.10000000149011612
2,x + erf(x),x,x1 + x2,erf(x),"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),"max(tanh(x), (-x))",tanh(x),"max(x1, x2)",(-x),1.076066255569458,0.6266000270843506
2,"min(sinh(x), 1)",sinh(x),"min(x1, x2)",1,"min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),1.3038500547409058,0.557200014591217
2,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),"min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),log(1 + exp(x)) / ((1/(1 + exp(-x))) + err),log(1 + exp(x)),x1 / (x2 + err),(1/(1 + exp(-x))),1.1768763065338135,0.578000009059906
2,x + erf(x),x,x1 + x2,erf(x),"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),sinh(x) / ((-x) + err),sinh(x),x1 / (x2 + err),(-x),nan,0.10000000149011612
2,x + 0,x,x1 + x2,0,"min(min(x, 0), x**3)","min(x, 0)","min(x1, x2)",x**3,"sin(x) - max(x, 0)",sin(x),x1 - x2,"max(x, 0)",1.2503591775894165,0.5648000240325928
2,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),"max(x**3, (1/(1 + exp(-x))))",x**3,"max(x1, x2)",(1/(1 + exp(-x))),0.9235732555389404,0.6765999794006348
2,"min(x**2, log(1 + exp(x)))",x**2,"min(x1, x2)",log(1 + exp(x)),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),sqrt(x) + x**2,sqrt(x),x1 + x2,x**2,0.9670107364654541,0.6593999862670898
2,"max(asinh(x), max(x, 0))",asinh(x),"max(x1, x2)","max(x, 0)",cos(x) + (1/(1 + exp(-x))),cos(x),x1 + x2,(1/(1 + exp(-x))),x * asinh(x),x,x1 * x2,asinh(x),0.9951995015144348,0.6564000248908997
2,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,"min(log(1 + exp(x)), sin(x))",log(1 + exp(x)),"min(x1, x2)",sin(x),0.8663294911384583,0.692799985408783
2,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),erf(x) + sin(x),erf(x),x1 + x2,sin(x),"sin(x) - max(x, 0)",sin(x),x1 - x2,"max(x, 0)",0.9038246870040894,0.6819999814033508
2,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) + 1,tanh(x),x1 + x2,1,"sin(x) - max(x, 0)",sin(x),x1 - x2,"max(x, 0)",0.8984379172325134,0.6848000288009644
2,x + erf(x),x,x1 + x2,erf(x),"min(tanh(x), log(1 + exp(x)))",tanh(x),"min(x1, x2)",log(1 + exp(x)),"min(sinh(x), tanh(x))",sinh(x),"min(x1, x2)",tanh(x),0.9305437207221985,0.6740000247955322
2,"max(sin(x), erf(x))",sin(x),"max(x1, x2)",erf(x),"cos(x) + max(x, 0)",cos(x),x1 + x2,"max(x, 0)",erf(x) / ((-x) + err),erf(x),x1 / (x2 + err),(-x),0.9322017431259155,0.6868000030517578
2,exp(x) + 1,exp(x),x1 + x2,1,"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),"max(x**3, x)",x**3,"max(x1, x2)",x,1.0454020500183105,0.628600001335144
2,x + 0,x,x1 + x2,0,"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),"max(x**3, (-x))",x**3,"max(x1, x2)",(-x),1.0154049396514893,0.6456000208854675
2,exp(x) - 1,exp(x),x1 - x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9262346625328064,0.6773999929428101
2,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),erf(x) + sin(x),erf(x),x1 + x2,sin(x),sqrt(x) * asinh(x),sqrt(x),x1 * x2,asinh(x),0.8951753973960876,0.6782000064849854
2,"max(asinh(x), max(x, 0))",asinh(x),"max(x1, x2)","max(x, 0)","min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),1.279405117034912,0.5631999969482422
2,"min(sinh(x), sqrt(x))",sinh(x),"min(x1, x2)",sqrt(x),"min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),1.140556812286377,0.604200005531311
2,1 + cos(x),1,x1 + x2,cos(x),"max(x**3, abs(x))",x**3,"max(x1, x2)",abs(x),exp(x) / (asinh(x) + err),exp(x),x1 / (x2 + err),asinh(x),nan,0.10000000149011612
2,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,sqrt(x) * 1,sqrt(x),x1 * x2,1,0.9465806484222412,0.6592000126838684
2,"min(sinh(x), exp(-x^2))",sinh(x),"min(x1, x2)",exp(-x^2),"min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),"max(log(1 + exp(x)), cosh(x))",log(1 + exp(x)),"max(x1, x2)",cosh(x),1.3810847997665405,0.5162000060081482
2,"max(asinh(x), max(x, 0))",asinh(x),"max(x1, x2)","max(x, 0)",cos(x) + (1/(1 + exp(-x))),cos(x),x1 + x2,(1/(1 + exp(-x))),"sin(x) - max(x, 0)",sin(x),x1 - x2,"max(x, 0)",1.1374562978744507,0.6069999933242798
2,"max(sin(x), erf(x))",sin(x),"max(x1, x2)",erf(x),"min(x, 0) + max(x, 0)","min(x, 0)",x1 + x2,"max(x, 0)",abs(x) / ((-x) + err),abs(x),x1 / (x2 + err),(-x),1.9940804243087769,0.30160000920295715
2,"max(sin(x), erf(x))",sin(x),"max(x1, x2)",erf(x),"max(min(x, 0), max(x, 0))","min(x, 0)","max(x1, x2)","max(x, 0)",erf(x) / ((-x) + err),erf(x),x1 / (x2 + err),(-x),0.9171410202980042,0.6872000098228455
2,"max(cos(x), x**2)",cos(x),"max(x1, x2)",x**2,"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),sqrt(x) * x**2,sqrt(x),x1 * x2,x**2,0.9906560778617859,0.6498000025749207
2,"min(exp(x), 1)",exp(x),"min(x1, x2)",1,tanh(x) * 1,tanh(x),x1 * x2,1,"min(sinh(x), (-x))",sinh(x),"min(x1, x2)",(-x),1.042893409729004,0.6402000188827515
2,x + 0,x,x1 + x2,0,"min(min(x, 0), x)","min(x, 0)","min(x1, x2)",x,"max(sinh(x), (-x))",sinh(x),"max(x1, x2)",(-x),0.9574283361434937,0.6665999889373779
2,atanh(x) * log(abs(x + err)),atanh(x),x1 * x2,log(abs(x + err)),x / (sqrt(x) + err),x,x1 / (x2 + err),sqrt(x),"max(x, 0) * (-x)","max(x, 0)",x1 * x2,(-x),nan,0.10000000149011612
2,"min(x**2, sinh(x))",x**2,"min(x1, x2)",sinh(x),sqrt(x) - cosh(x),sqrt(x),x1 - x2,cosh(x),sqrt(x) / (sinc(x) + err),sqrt(x),x1 / (x2 + err),sinc(x),nan,0.10000000149011612
2,exp(-x^2) - asinh(x),exp(-x^2),x1 - x2,asinh(x),exp(x) + exp(-x^2),exp(x),x1 + x2,exp(-x^2),(-x) + erf(x),(-x),x1 + x2,erf(x),nan,0.10000000149011612
2,atanh(x) - tanh(x),atanh(x),x1 - x2,tanh(x),exp(x) / (0 + err),exp(x),x1 / (x2 + err),0,exp(x) * asinh(x),exp(x),x1 * x2,asinh(x),nan,0.10000000149011612
2,"max(x, 0) + log(abs(x + err))","max(x, 0)",x1 + x2,log(abs(x + err)),"min(x, 0) * (1/(1 + exp(-x)))","min(x, 0)",x1 * x2,(1/(1 + exp(-x))),abs(x) - sin(x),abs(x),x1 - x2,sin(x),2.308394432067871,0.10000000149011612
2,cos(x) / (cos(x) + err),cos(x),x1 / (x2 + err),cos(x),x + (1/(1 + exp(-x))),x,x1 + x2,(1/(1 + exp(-x))),log(abs(x + err)) - tanh(x),log(abs(x + err)),x1 - x2,tanh(x),nan,0.10000000149011612
2,"min(x**2, (-x))",x**2,"min(x1, x2)",(-x),"max(max(x, 0), abs(x))","max(x, 0)","max(x1, x2)",abs(x),"max(sinc(x), cos(x))",sinc(x),"max(x1, x2)",cos(x),1.1125637292861938,0.6065999865531921
2,x / (1 + err),x,x1 / (x2 + err),1,cosh(x) - exp(x),cosh(x),x1 - x2,exp(x),exp(x) * atanh(x),exp(x),x1 * x2,atanh(x),nan,0.10000000149011612
2,cos(x) + log(abs(x + err)),cos(x),x1 + x2,log(abs(x + err)),sinh(x) * x**3,sinh(x),x1 * x2,x**3,atanh(x) + sinh(x),atanh(x),x1 + x2,sinh(x),nan,0.10000000149011612
2,"min(sinh(x), log(1 + exp(x)))",sinh(x),"min(x1, x2)",log(1 + exp(x)),"max(erf(x), log(1 + exp(x)))",erf(x),"max(x1, x2)",log(1 + exp(x)),"min(sin(x), 0)",sin(x),"min(x1, x2)",0,nan,0.10000000149011612
3,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,"min(log(1 + exp(x)), sin(x))",log(1 + exp(x)),"min(x1, x2)",sin(x),0.8663294911384583,0.692799985408783
3,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),sqrt(x) + x**2,sqrt(x),x1 + x2,x**2,0.893181562423706,0.682200014591217
3,x + 0,x,x1 + x2,0,"min(min(x, 0), x)","min(x, 0)","min(x1, x2)",x,sqrt(x) * asinh(x),sqrt(x),x1 * x2,asinh(x),0.9424139857292175,0.6675999760627747
3,exp(x) + 1,exp(x),x1 + x2,1,tanh(x) + 1,tanh(x),x1 + x2,1,"sin(x) - max(x, 0)",sin(x),x1 - x2,"max(x, 0)",0.8984379172325134,0.6848000288009644
3,exp(x) - 1,exp(x),x1 - x2,1,tanh(x) * 1,tanh(x),x1 * x2,1,log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9262346625328064,0.6773999929428101
3,x**2 * tanh(x),x**2,x1 * x2,tanh(x),"min(exp(-x^2), exp(-x^2))",exp(-x^2),"min(x1, x2)",exp(-x^2),log(1 + exp(x)) / ((1/(1 + exp(-x))) + err),log(1 + exp(x)),x1 / (x2 + err),(1/(1 + exp(-x))),1.078593134880066,0.6197999715805054
3,x / (0 + err),x,x1 / (x2 + err),0,"min(min(x, 0), x**3)","min(x, 0)","min(x1, x2)",x**3,log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),nan,0.10000000149011612
3,"max(sinh(x), erf(x))",sinh(x),"max(x1, x2)",erf(x),"cos(x) + max(x, 0)",cos(x),x1 + x2,"max(x, 0)",log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),nan,0.10000000149011612
3,x**2 * (1/(1 + exp(-x))),x**2,x1 * x2,(1/(1 + exp(-x))),"max(erf(x), sin(x))",erf(x),"max(x1, x2)",sin(x),"max(x**3, cosh(x))",x**3,"max(x1, x2)",cosh(x),0.8998449444770813,0.6855999827384949
3,(1/(1 + exp(-x))) + erf(x),(1/(1 + exp(-x))),x1 + x2,erf(x),"max(exp(-x^2), erf(x))",exp(-x^2),"max(x1, x2)",erf(x),log(1 + exp(x)) / (cosh(x) + err),log(1 + exp(x)),x1 / (x2 + err),cosh(x),1.0283935070037842,0.6453999876976013
3,"max(asinh(x), max(x, 0))",asinh(x),"max(x1, x2)","max(x, 0)",asinh(x) + (1/(1 + exp(-x))),asinh(x),x1 + x2,(1/(1 + exp(-x))),log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9184807538986206,0.6751999855041504
3,x**2 * 0,x**2,x1 * x2,0,cos(x) - (-x),cos(x),x1 - x2,(-x),abs(x) - sin(x),abs(x),x1 - x2,sin(x),2.3033664226531982,0.10000000149011612
