Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,Loss,Accuracy
1,"min(0, tanh(x))",0,"min(x1, x2)",tanh(x),1.1143370866775513,0.6144000291824341
1,asinh(x) / (sin(x) + err),asinh(x),x1 / (x2 + err),sin(x),nan,0.10000000149011612
1,"exp(-x^2) - max(x, 0)",exp(-x^2),x1 - x2,"max(x, 0)",1.1745997667312622,0.5845999717712402
1,"max(tanh(x), (-x))",tanh(x),"max(x1, x2)",(-x),0.8820095658302307,0.680400013923645
1,x * 0,x,x1 * x2,0,2.302586317062378,0.10000000149011612
2,"max(tanh(x), (-x))",tanh(x),"max(x1, x2)",(-x),0.8820095658302307,0.680400013923645
2,"max(erf(x), (-x))",erf(x),"max(x1, x2)",(-x),0.9129406213760376,0.680400013923645
2,"asinh(x) * min(x, 0)",asinh(x),x1 * x2,"min(x, 0)",0.8714660406112671,0.6944000124931335
2,abs(x) / (1 + err),abs(x),x1 / (x2 + err),1,0.8613855242729187,0.6926000118255615
2,"max(asinh(x), tanh(x))",asinh(x),"max(x1, x2)",tanh(x),0.9176285266876221,0.6851999759674072
2,"min(abs(x), x)",abs(x),"min(x1, x2)",x,1.0481408834457397,0.6377999782562256
2,"max(sinh(x), (-x))",sinh(x),"max(x1, x2)",(-x),nan,0.10000000149011612
2,"min(asinh(x), tanh(x))",asinh(x),"min(x1, x2)",tanh(x),0.9166132807731628,0.678600013256073
2,"min((-x), min(x, 0))",(-x),"min(x1, x2)","min(x, 0)",1.108486294746399,0.61080002784729
2,"1 - min(x, 0)",1,x1 - x2,"min(x, 0)",0.8804247975349426,0.6844000220298767
2,0 - abs(x),0,x1 - x2,abs(x),1.1372129917144775,0.5956000089645386
2,"cos(x) * min(x, 0)",cos(x),x1 * x2,"min(x, 0)",16.704805374145508,0.10000000149011612
2,erf(x) - (1/(1 + exp(-x))),erf(x),x1 - x2,(1/(1 + exp(-x))),1.0527451038360596,0.6320000290870667
2,"abs(x) + min(x, 0)",abs(x),x1 + x2,"min(x, 0)",0.8368988037109375,0.6976000070571899
2,erf(x) + exp(-x^2),erf(x),x1 + x2,exp(-x^2),1.0618823766708374,0.6317999958992004
2,tanh(x) - exp(x),tanh(x),x1 - x2,exp(x),nan,0.10000000149011612
2,tanh(x) - (1/(1 + exp(-x))),tanh(x),x1 - x2,(1/(1 + exp(-x))),1.0511486530303955,0.6272000074386597
2,x**2 - sin(x),x**2,x1 - x2,sin(x),2.1898040771484375,0.1720000058412552
2,exp(-x^2) - (-x),exp(-x^2),x1 - x2,(-x),1.0916132926940918,0.6161999702453613
2,erf(x) - exp(x),erf(x),x1 - x2,exp(x),nan,0.10000000149011612
2,asinh(x) * exp(x),asinh(x),x1 * x2,exp(x),nan,0.10000000149011612
2,exp(-x^2) * tanh(x),exp(-x^2),x1 * x2,tanh(x),2.3026065826416016,0.10000000149011612
2,asinh(x) * (-x),asinh(x),x1 * x2,(-x),1.1829396486282349,0.576200008392334
2,"min((-x), tanh(x))",(-x),"min(x1, x2)",tanh(x),1.1961448192596436,0.578000009059906
2,"min((-x), 1)",(-x),"min(x1, x2)",1,1.0293776988983154,0.6442000269889832
2,"max(x, (-x))",x,"max(x1, x2)",(-x),0.8230338096618652,0.7021999955177307
2,"cosh(x) * min(x, 0)",cosh(x),x1 * x2,"min(x, 0)",nan,0.10000000149011612
2,"max(0, sinc(x))",0,"max(x1, x2)",sinc(x),1.207270860671997,0.5723999738693237
2,asinh(x) * tanh(x),asinh(x),x1 * x2,tanh(x),1.1304022073745728,0.6039999723434448
2,erf(x) - log(1 + exp(x)),erf(x),x1 - x2,log(1 + exp(x)),1.0855685472488403,0.6191999912261963
2,"min(erf(x), 0)",erf(x),"min(x1, x2)",0,1.140012264251709,0.6043999791145325
2,"0 * min(x, 0)",0,x1 * x2,"min(x, 0)",2.302586793899536,0.10000000149011612
2,0 * 0,0,x1 * x2,0,nan,nan
2,asinh(x) * tanh(x),asinh(x),x1 * x2,tanh(x),1.024585485458374,0.6444000005722046
2,tanh(x) + tanh(x),tanh(x),x1 + x2,tanh(x),0.9201351404190063,0.6759999990463257
2,erf(x) - x**3,erf(x),x1 - x2,x**3,11.831923484802246,0.10000000149011612
2,0 - cos(x),0,x1 - x2,cos(x),1.243729829788208,0.5583999752998352
2,cos(x) - exp(-x^2),cos(x),x1 - x2,exp(-x^2),1.7134933471679688,0.38119998574256897
2,"min(tanh(x), (1/(1 + exp(-x))))",tanh(x),"min(x1, x2)",(1/(1 + exp(-x))),0.9652404189109802,0.6583999991416931
2,x * exp(x),x,x1 * x2,exp(x),nan,0.10000000149011612
2,"min(x, sinc(x))",x,"min(x1, x2)",sinc(x),0.9990304708480835,0.6474000215530396
2,"min(x, 0) + min(x, 0)","min(x, 0)",x1 + x2,"min(x, 0)",1.1050410270690918,0.6197999715805054
2,sqrt(x) * x,sqrt(x),x1 * x2,x,0.8827642798423767,0.6855999827384949
2,cos(x) * cosh(x),cos(x),x1 * x2,cosh(x),nan,0.10000000149011612
2,"min(max(x, 0), sin(x))","max(x, 0)","min(x1, x2)",sin(x),1.1131240129470825,0.6159999966621399
2,cos(x) * asinh(x),cos(x),x1 * x2,asinh(x),1.5618852376937866,0.4487999975681305
2,"min(1, cos(x))",1,"min(x1, x2)",cos(x),1.2855921983718872,0.5496000051498413
2,exp(-x^2) - 1,exp(-x^2),x1 - x2,1,2.3026509284973145,0.10000000149011612
2,log(1 + exp(x)) / (log(abs(x + err)) + err),log(1 + exp(x)),x1 / (x2 + err),log(abs(x + err)),nan,0.10000000149011612
2,"max(log(abs(x + err)), cos(x))",log(abs(x + err)),"max(x1, x2)",cos(x),1.2894498109817505,0.5465999841690063
3,"abs(x) + min(x, 0)",abs(x),x1 + x2,"min(x, 0)",0.8368988037109375,0.6976000070571899
3,"max(erf(x), (-x))",erf(x),"max(x1, x2)",(-x),0.9129406213760376,0.680400013923645
3,"1 - min(x, 0)",1,x1 - x2,"min(x, 0)",0.8804247975349426,0.6844000220298767
3,"max(x, (-x))",x,"max(x1, x2)",(-x),0.8230338096618652,0.7021999955177307
3,abs(x) / (1 + err),abs(x),x1 / (x2 + err),1,0.8613855242729187,0.6926000118255615
3,"min(cosh(x), 1)",cosh(x),"min(x1, x2)",1,2.308929681777954,0.10000000149011612
3,sinh(x) * asinh(x),sinh(x),x1 * x2,asinh(x),nan,0.10000000149011612
3,"max(tanh(x), tanh(x))",tanh(x),"max(x1, x2)",tanh(x),0.9663797616958618,0.6592000126838684
3,asinh(x) * x**3,asinh(x),x1 * x2,x**3,2.436150074005127,0.10040000081062317
3,"max(sinc(x), (-x))",sinc(x),"max(x1, x2)",(-x),nan,0.10000000149011612
3,"min((-x), 0)",(-x),"min(x1, x2)",0,1.0296183824539185,0.6416000127792358
3,erf(x) - atanh(x),erf(x),x1 - x2,atanh(x),nan,0.10000000149011612
3,"min(x, atanh(x))",x,"min(x1, x2)",atanh(x),nan,0.10000000149011612
3,erf(x) - 1,erf(x),x1 - x2,1,1.008462905883789,0.6485999822616577
3,x**2 * (-x),x**2,x1 * x2,(-x),2.3032586574554443,0.0989999994635582
3,"min(sinc(x), (1/(1 + exp(-x))))",sinc(x),"min(x1, x2)",(1/(1 + exp(-x))),nan,0.10000000149011612
3,"tanh(x) - min(x, 0)",tanh(x),x1 - x2,"min(x, 0)",0.8744867444038391,0.6866000294685364
3,0 * exp(-x^2),0,x1 * x2,exp(-x^2),2.302586317062378,0.10000000149011612
3,(-x) + (1/(1 + exp(-x))),(-x),x1 + x2,(1/(1 + exp(-x))),1.0708496570587158,0.6345999836921692
3,cos(x) * x,cos(x),x1 * x2,x,2.1021804809570312,0.2321999967098236
3,"min(sin(x), tanh(x))",sin(x),"min(x1, x2)",tanh(x),1.0496175289154053,0.6327999830245972
3,log(abs(x + err)) - sin(x),log(abs(x + err)),x1 - x2,sin(x),nan,0.10000000149011612
3,"erf(x) + min(x, 0)",erf(x),x1 + x2,"min(x, 0)",1.0394412279129028,0.6406000256538391
3,"max(erf(x), x**3)",erf(x),"max(x1, x2)",x**3,4.081170082092285,0.11739999800920486
3,atanh(x) / (exp(-x^2) + err),atanh(x),x1 / (x2 + err),exp(-x^2),nan,0.10000000149011612
3,"min((-x), exp(x))",(-x),"min(x1, x2)",exp(x),1.0233770608901978,0.6407999992370605
3,"min(log(abs(x + err)), sinc(x))",log(abs(x + err)),"min(x1, x2)",sinc(x),nan,0.10000000149011612
3,"min(abs(x), x)",abs(x),"min(x1, x2)",x,1.063614010810852,0.6353999972343445
3,"min(asinh(x), max(x, 0))",asinh(x),"min(x1, x2)","max(x, 0)",0.9597426056861877,0.670199990272522
3,"0 * min(x, 0)",0,x1 * x2,"min(x, 0)",2.3025875091552734,0.10000000149011612
3,exp(x) - tanh(x),exp(x),x1 - x2,tanh(x),nan,0.10000000149011612
3,asinh(x) * x,asinh(x),x1 * x2,x,1.214352011680603,0.5702000260353088
3,"asinh(x) * min(x, 0)",asinh(x),x1 * x2,"min(x, 0)",0.8608099818229675,0.6917999982833862
3,"min(x, 0)",x,"min(x1, x2)",0,1.0135694742202759,0.6466000080108643
3,"min(x**3, 0)",x**3,"min(x1, x2)",0,4348364980224.0,0.10040000081062317
3,"min(cos(x), cos(x))",cos(x),"min(x1, x2)",cos(x),1.3080030679702759,0.5468000173568726
3,asinh(x) - x,asinh(x),x1 - x2,x,1.1716084480285645,0.5849999785423279
3,1 - sqrt(x),1,x1 - x2,sqrt(x),nan,0.10000000149011612
3,"abs(x) - min(x, 0)",abs(x),x1 - x2,"min(x, 0)",0.8351572155952454,0.7052000164985657
3,x / (sin(x) + err),x,x1 / (x2 + err),sin(x),nan,0.10000000149011612
3,"max(tanh(x), (1/(1 + exp(-x))))",tanh(x),"max(x1, x2)",(1/(1 + exp(-x))),0.8572298884391785,0.6998000144958496
3,log(1 + exp(x)) - cos(x),log(1 + exp(x)),x1 - x2,cos(x),0.8993308544158936,0.6801999807357788
3,"min(sinh(x), tanh(x))",sinh(x),"min(x1, x2)",tanh(x),nan,0.10000000149011612
3,sqrt(x) + abs(x),sqrt(x),x1 + x2,abs(x),nan,0.10000000149011612
3,exp(x) + sinc(x),exp(x),x1 + x2,sinc(x),nan,0.10000000149011612
3,"max((-x), abs(x))",(-x),"max(x1, x2)",abs(x),0.9142269492149353,0.6736000180244446
3,erf(x) + asinh(x),erf(x),x1 + x2,asinh(x),1.0787917375564575,0.6284000277519226
3,"cosh(x) / (min(x, 0) + err)",cosh(x),x1 / (x2 + err),"min(x, 0)",nan,0.10000000149011612
3,sinc(x) / (log(abs(x + err)) + err),sinc(x),x1 / (x2 + err),log(abs(x + err)),nan,0.10000000149011612
3,log(1 + exp(x)) / (log(1 + exp(x)) + err),log(1 + exp(x)),x1 / (x2 + err),log(1 + exp(x)),2.316535472869873,0.10000000149011612
4,"abs(x) - min(x, 0)",abs(x),x1 - x2,"min(x, 0)",0.8351572155952454,0.7052000164985657
4,"1 - min(x, 0)",1,x1 - x2,"min(x, 0)",0.8804247975349426,0.6844000220298767
4,"max((-x), abs(x))",(-x),"max(x1, x2)",abs(x),0.9142269492149353,0.6736000180244446
4,"max(erf(x), (-x))",erf(x),"max(x1, x2)",(-x),0.9129406213760376,0.680400013923645
4,log(1 + exp(x)) - cos(x),log(1 + exp(x)),x1 - x2,cos(x),0.8993308544158936,0.6801999807357788
4,sinc(x) / (asinh(x) + err),sinc(x),x1 / (x2 + err),asinh(x),nan,0.10000000149011612
4,"min(sinc(x), cos(x))",sinc(x),"min(x1, x2)",cos(x),nan,0.10000000149011612
4,abs(x) - x**3,abs(x),x1 - x2,x**3,74152.3671875,0.09920000284910202
4,"asinh(x) * min(x, 0)",asinh(x),x1 * x2,"min(x, 0)",0.8594779372215271,0.6949999928474426
4,"min(1, cos(x))",1,"min(x1, x2)",cos(x),1.2254290580749512,0.5740000009536743
4,abs(x) + cos(x),abs(x),x1 + x2,cos(x),1.0760058164596558,0.6151999831199646
4,"erf(x) + max(x, 0)",erf(x),x1 + x2,"max(x, 0)",0.8652397394180298,0.701200008392334
4,asinh(x) * atanh(x),asinh(x),x1 * x2,atanh(x),nan,0.10000000149011612
4,"x**2 + min(x, 0)",x**2,x1 + x2,"min(x, 0)",2.1836488246917725,0.1868000030517578
4,tanh(x) / ((-x) + err),tanh(x),x1 / (x2 + err),(-x),nan,0.10000000149011612
4,(-x) + abs(x),(-x),x1 + x2,abs(x),0.8968013525009155,0.6814000010490417
4,1 - abs(x),1,x1 - x2,abs(x),1.2341933250427246,0.5612000226974487
4,sinc(x) / (log(1 + exp(x)) + err),sinc(x),x1 / (x2 + err),log(1 + exp(x)),nan,0.10000000149011612
4,"sin(x) * min(x, 0)",sin(x),x1 * x2,"min(x, 0)",7.871382713317871,0.10000000149011612
4,x**3 * x**3,x**3,x1 * x2,x**3,2.302640199661255,0.10000000149011612
4,"min(x, 0) * min(x, 0)","min(x, 0)",x1 * x2,"min(x, 0)",2.313922643661499,0.0997999981045723
4,(-x) - asinh(x),(-x),x1 - x2,asinh(x),1.038708209991455,0.6403999924659729
4,"min(tanh(x), cos(x))",tanh(x),"min(x1, x2)",cos(x),1.5427628755569458,0.4505999982357025
4,"max(asinh(x), x**2)",asinh(x),"max(x1, x2)",x**2,10.435527801513672,0.09740000218153
4,"min(max(x, 0), 1)","max(x, 0)","min(x1, x2)",1,1.1522154808044434,0.600600004196167
4,1 - 1,1,x1 - x2,1,nan,nan
4,"asinh(x) * min(x, 0)",asinh(x),x1 * x2,"min(x, 0)",0.875882625579834,0.6883999705314636
4,"min((-x), 0)",(-x),"min(x1, x2)",0,1.0920482873916626,0.6173999905586243
4,sqrt(x) - cos(x),sqrt(x),x1 - x2,cos(x),nan,0.10000000149011612
4,abs(x) / (exp(x) + err),abs(x),x1 / (x2 + err),exp(x),nan,0.10000000149011612
4,(-x) + x**3,(-x),x1 + x2,x**3,35.13142013549805,0.10140000283718109
4,"min(erf(x), asinh(x))",erf(x),"min(x1, x2)",asinh(x),0.9997373223304749,0.6488000154495239
4,"max(exp(-x^2), 0)",exp(-x^2),"max(x1, x2)",0,2.302583694458008,0.10019999742507935
4,tanh(x) - sinc(x),tanh(x),x1 - x2,sinc(x),nan,0.10000000149011612
4,"min(max(x, 0), (-x))","max(x, 0)","min(x1, x2)",(-x),1.0444273948669434,0.6302000284194946
4,"min(cos(x), exp(x))",cos(x),"min(x1, x2)",exp(x),1.3704637289047241,0.5077999830245972
4,"max(sin(x), cos(x))",sin(x),"max(x1, x2)",cos(x),1.4426743984222412,0.5080000162124634
4,"cosh(x) + min(x, 0)",cosh(x),x1 + x2,"min(x, 0)",nan,0.10000000149011612
4,exp(x) + (1/(1 + exp(-x))),exp(x),x1 + x2,(1/(1 + exp(-x))),nan,0.10000000149011612
4,"tanh(x) + min(x, 0)",tanh(x),x1 + x2,"min(x, 0)",0.955884575843811,0.6583999991416931
4,"min(sinh(x), 0)",sinh(x),"min(x1, x2)",0,nan,0.10000000149011612
4,(1/(1 + exp(-x))) * (1/(1 + exp(-x))),(1/(1 + exp(-x))),x1 * x2,(1/(1 + exp(-x))),0.9233572483062744,0.670799970626831
4,cosh(x) * x**3,cosh(x),x1 * x2,x**3,nan,0.10000000149011612
4,tanh(x) * log(abs(x + err)),tanh(x),x1 * x2,log(abs(x + err)),1.130813717842102,0.5982000231742859
4,sinc(x) + sinc(x),sinc(x),x1 + x2,sinc(x),nan,0.10000000149011612
4,tanh(x) + 0,tanh(x),x1 + x2,0,0.9758580327033997,0.6615999937057495
4,x**3 * 1,x**3,x1 * x2,1,136131.3125,0.0997999981045723
4,"min(asinh(x), log(1 + exp(x)))",asinh(x),"min(x1, x2)",log(1 + exp(x)),0.980613648891449,0.6632000207901001
4,sinc(x) - sinc(x),sinc(x),x1 - x2,sinc(x),2.3025894165039062,0.10000000149011612
4,x / (x + err),x,x1 / (x2 + err),x,nan,0.10000000149011612
5,"abs(x) - min(x, 0)",abs(x),x1 - x2,"min(x, 0)",0.8351572155952454,0.7052000164985657
5,"max(erf(x), (-x))",erf(x),"max(x1, x2)",(-x),0.9129406213760376,0.680400013923645
5,(-x) + abs(x),(-x),x1 + x2,abs(x),0.8968013525009155,0.6814000010490417
5,log(1 + exp(x)) - cos(x),log(1 + exp(x)),x1 - x2,cos(x),0.8993308544158936,0.6801999807357788
5,"max((-x), abs(x))",(-x),"max(x1, x2)",abs(x),0.9142269492149353,0.6736000180244446
5,(1/(1 + exp(-x))) / (cos(x) + err),(1/(1 + exp(-x))),x1 / (x2 + err),cos(x),nan,0.10000000149011612
5,"max(sqrt(x), cos(x))",sqrt(x),"max(x1, x2)",cos(x),1.0522247552871704,0.6204000115394592
5,"min(erf(x), asinh(x))",erf(x),"min(x1, x2)",asinh(x),1.0077402591705322,0.6521999835968018
5,"exp(x) + min(x, 0)",exp(x),x1 + x2,"min(x, 0)",nan,0.10000000149011612
5,"max(x**3, cos(x))",x**3,"max(x1, x2)",cos(x),58.763763427734375,0.10000000149011612
5,"max((1/(1 + exp(-x))), 0)",(1/(1 + exp(-x))),"max(x1, x2)",0,0.9037015438079834,0.6833999752998352
5,erf(x) - abs(x),erf(x),x1 - x2,abs(x),1.1432466506958008,0.607200026512146
5,"min(max(x, 0), (1/(1 + exp(-x))))","max(x, 0)","min(x1, x2)",(1/(1 + exp(-x))),1.0941523313522339,0.6222000122070312
5,"max(x, 0) - max(x, 0)","max(x, 0)",x1 - x2,"max(x, 0)",2.302586317062378,0.10000000149011612
5,(1/(1 + exp(-x))) / ((-x) + err),(1/(1 + exp(-x))),x1 / (x2 + err),(-x),nan,0.10000000149011612
5,asinh(x) * tanh(x),asinh(x),x1 * x2,tanh(x),1.053391933441162,0.6273999810218811
5,sin(x) * (-x),sin(x),x1 * x2,(-x),2.2762320041656494,0.14100000262260437
5,"exp(x) - min(x, 0)",exp(x),x1 - x2,"min(x, 0)",nan,0.10000000149011612
5,erf(x) + 1,erf(x),x1 + x2,1,0.9866984486579895,0.6474000215530396
5,"min((-x), log(1 + exp(x)))",(-x),"min(x1, x2)",log(1 + exp(x)),0.9993219971656799,0.6460000276565552
5,x**2 * log(abs(x + err)),x**2,x1 * x2,log(abs(x + err)),869.8648071289062,0.10100000351667404
5,(-x) - cos(x),(-x),x1 - x2,cos(x),0.9148426651954651,0.670199990272522
5,"x**3 * max(x, 0)",x**3,x1 * x2,"max(x, 0)",nan,0.0997999981045723
5,1 - atanh(x),1,x1 - x2,atanh(x),nan,0.10000000149011612
5,(1/(1 + exp(-x))) * sinh(x),(1/(1 + exp(-x))),x1 * x2,sinh(x),nan,0.10000000149011612
5,asinh(x) * cosh(x),asinh(x),x1 * x2,cosh(x),nan,0.10000000149011612
5,"max(max(x, 0), 1)","max(x, 0)","max(x1, x2)",1,1.045363426208496,0.6394000053405762
5,(1/(1 + exp(-x))) * 1,(1/(1 + exp(-x))),x1 * x2,1,0.9322068095207214,0.6746000051498413
5,(-x) - 1,(-x),x1 - x2,1,1.0583800077438354,0.6373999714851379
5,"max(asinh(x), sinc(x))",asinh(x),"max(x1, x2)",sinc(x),0.9759107232093811,0.656000018119812
5,"min((-x), abs(x))",(-x),"min(x1, x2)",abs(x),1.0704795122146606,0.6348000168800354
5,"min(tanh(x), sin(x))",tanh(x),"min(x1, x2)",sin(x),1.0184396505355835,0.65420001745224
5,asinh(x) * (-x),asinh(x),x1 * x2,(-x),1.2461974620819092,0.5544000267982483
5,"max(atanh(x), (-x))",atanh(x),"max(x1, x2)",(-x),nan,0.10000000149011612
5,erf(x) / ((-x) + err),erf(x),x1 / (x2 + err),(-x),nan,0.10000000149011612
5,"max(x, 0) * log(abs(x + err))","max(x, 0)",x1 * x2,log(abs(x + err)),0.8953996300697327,0.6710000038146973
5,"min(sqrt(x), 0)",sqrt(x),"min(x1, x2)",0,nan,0.10000000149011612
5,"abs(x) * min(x, 0)",abs(x),x1 * x2,"min(x, 0)",1.414990782737732,0.5347999930381775
5,(-x) - (-x),(-x),x1 - x2,(-x),2.302586317062378,0.10000000149011612
5,"max(x, 0) - min(x, 0)","max(x, 0)",x1 - x2,"min(x, 0)",0.8673389554023743,0.6922000050544739
5,"min(x, 0) + max(x, 0)","min(x, 0)",x1 + x2,"max(x, 0)",1.0411040782928467,0.6389999985694885
5,tanh(x) - erf(x),tanh(x),x1 - x2,erf(x),1.3002616167068481,0.5547999739646912
5,sqrt(x) * atanh(x),sqrt(x),x1 * x2,atanh(x),nan,0.10000000149011612
5,sinc(x) / (sqrt(x) + err),sinc(x),x1 / (x2 + err),sqrt(x),nan,0.10000000149011612
5,sqrt(x) / ((1/(1 + exp(-x))) + err),sqrt(x),x1 / (x2 + err),(1/(1 + exp(-x))),nan,0.10000000149011612
5,sqrt(x) - atanh(x),sqrt(x),x1 - x2,atanh(x),nan,0.10000000149011612
5,"max(min(x, 0), sin(x))","min(x, 0)","max(x1, x2)",sin(x),1.1097171306610107,0.6115999817848206
5,sin(x) * log(abs(x + err)),sin(x),x1 * x2,log(abs(x + err)),2.1443190574645996,0.2540000081062317
5,"x**2 + max(x, 0)",x**2,x1 + x2,"max(x, 0)",2.1142470836639404,0.21439999341964722
5,abs(x) - exp(x),abs(x),x1 - x2,exp(x),nan,0.10000000149011612
6,"abs(x) - min(x, 0)",abs(x),x1 - x2,"min(x, 0)",0.8351572155952454,0.7052000164985657
6,(-x) + abs(x),(-x),x1 + x2,abs(x),0.8968013525009155,0.6814000010490417
6,"max(erf(x), (-x))",erf(x),"max(x1, x2)",(-x),0.9129406213760376,0.680400013923645
6,"max(x, 0) - min(x, 0)","max(x, 0)",x1 - x2,"min(x, 0)",0.8673389554023743,0.6922000050544739
6,"max(x, 0) * log(abs(x + err))","max(x, 0)",x1 * x2,log(abs(x + err)),0.8953996300697327,0.6710000038146973
6,"max(min(x, 0), sinh(x))","min(x, 0)","max(x1, x2)",sinh(x),nan,0.10000000149011612
6,"max(x, 0) - max(x, 0)","max(x, 0)",x1 - x2,"max(x, 0)",2.3025882244110107,0.10000000149011612
6,"max(min(x, 0), abs(x))","min(x, 0)","max(x1, x2)",abs(x),0.9421001672744751,0.6611999869346619
6,"max(max(x, 0), x**2)","max(x, 0)","max(x1, x2)",x**2,2.149268388748169,0.20900000631809235
6,"(-x) * min(x, 0)",(-x),x1 * x2,"min(x, 0)",158.17086791992188,0.0997999981045723
6,(-x) * sin(x),(-x),x1 * x2,sin(x),2.2709524631500244,0.1467999964952469
6,"min(tanh(x), (-x))",tanh(x),"min(x1, x2)",(-x),1.1754575967788696,0.5885999798774719
6,abs(x) * x,abs(x),x1 * x2,x,2.7634479999542236,0.19519999623298645
6,cos(x) - 1,cos(x),x1 - x2,1,1.308171272277832,0.5565999746322632
6,(-x) + sin(x),(-x),x1 + x2,sin(x),1.05802583694458,0.6269999742507935
6,asinh(x) / ((1/(1 + exp(-x))) + err),asinh(x),x1 / (x2 + err),(1/(1 + exp(-x))),nan,0.10000000149011612
6,"min(sqrt(x), 1)",sqrt(x),"min(x1, x2)",1,nan,0.10000000149011612
