Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,C2_name,C2_unary1_key,C2_binary_key,C2_unary2_key,C3_name,C3_unary1_key,C3_binary_key,C3_unary2_key,Loss,Accuracy
2,"max(erf(x), 0)",erf(x),"max(x1, x2)",0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),1.0148677825927734,0.647599995136261
2,"max(sinh(x), 0)",sinh(x),"max(x1, x2)",0,"exp(-x^2) * min(x, 0)",exp(-x^2),x1 * x2,"min(x, 0)","min(x, 0) + log(abs(x + err))","min(x, 0)",x1 + x2,log(abs(x + err)),nan,0.10000000149011612
2,"max(sinh(x), 0)",sinh(x),"max(x1, x2)",0,"max(exp(-x^2), min(x, 0))",exp(-x^2),"max(x1, x2)","min(x, 0)","min(x, 0) * sin(x)","min(x, 0)",x1 * x2,sin(x),1.2679029703140259,0.5406000018119812
2,x**3 - x**3,x**3,x1 - x2,x**3,abs(x) + asinh(x),abs(x),x1 + x2,asinh(x),abs(x) - sinh(x),abs(x),x1 - x2,sinh(x),2.3026058673858643,0.09740000218153
2,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"min(x, 0) * x**3","min(x, 0)",x1 * x2,x**3,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),nan,0.10000000149011612
2,"max(erf(x), 0)",erf(x),"max(x1, x2)",0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,exp(-x^2) + x**2,exp(-x^2),x1 + x2,x**2,1.0417661666870117,0.6398000121116638
2,log(1 + exp(x)) - cosh(x),log(1 + exp(x)),x1 - x2,cosh(x),exp(-x^2) - x,exp(-x^2),x1 - x2,x,"max(0, log(1 + exp(x)))",0,"max(x1, x2)",log(1 + exp(x)),nan,0.10000000149011612
2,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"min(x, 0) * sinc(x)","min(x, 0)",x1 * x2,sinc(x),x**2 - log(1 + exp(x)),x**2,x1 - x2,log(1 + exp(x)),1.028828740119934,0.6377999782562256
2,x**3 / (sqrt(x) + err),x**3,x1 / (x2 + err),sqrt(x),sinc(x) + asinh(x),sinc(x),x1 + x2,asinh(x),sinh(x) * log(1 + exp(x)),sinh(x),x1 * x2,log(1 + exp(x)),nan,0.10000000149011612
2,"max(erf(x), tanh(x))",erf(x),"max(x1, x2)",tanh(x),atanh(x) * erf(x),atanh(x),x1 * x2,erf(x),sin(x) + (1/(1 + exp(-x))),sin(x),x1 + x2,(1/(1 + exp(-x))),nan,0.10000000149011612
2,"max(exp(x), 0)",exp(x),"max(x1, x2)",0,"min(x, 0) * sinc(x)","min(x, 0)",x1 * x2,sinc(x),x**2 - sinh(x),x**2,x1 - x2,sinh(x),nan,0.10000000149011612
2,"max(sinh(x), 0)",sinh(x),"max(x1, x2)",0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),1.089226245880127,0.6118000149726868
2,"max(erf(x), 0)",erf(x),"max(x1, x2)",0,sinc(x) - erf(x),sinc(x),x1 - x2,erf(x),x**3 / (exp(-x^2) + err),x**3,x1 / (x2 + err),exp(-x^2),nan,0.10000000149011612
2,x - 0,x,x1 - x2,0,"min(sin(x), x**2)",sin(x),"min(x1, x2)",x**2,"max(log(1 + exp(x)), sinh(x))",log(1 + exp(x)),"max(x1, x2)",sinh(x),0.9559822082519531,0.6638000011444092
2,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"min(x, 0) * sinc(x)","min(x, 0)",x1 * x2,sinc(x),exp(x) - sinh(x),exp(x),x1 - x2,sinh(x),1.3506300449371338,0.5175999999046326
2,"max(log(1 + exp(x)), cosh(x))",log(1 + exp(x)),"max(x1, x2)",cosh(x),"min(exp(-x^2), x**2)",exp(-x^2),"min(x1, x2)",x**2,"max(max(x, 0), sinh(x))","max(x, 0)","max(x1, x2)",sinh(x),nan,0.10000000149011612
2,"x - min(x, 0)",x,x1 - x2,"min(x, 0)",exp(x) - x,exp(x),x1 - x2,x,0 + sin(x),0,x1 + x2,sin(x),nan,0.10000000149011612
2,"max(erf(x), 0)",erf(x),"max(x1, x2)",0,"max(sin(x), sinc(x))",sin(x),"max(x1, x2)",sinc(x),x**2 - sinh(x),x**2,x1 - x2,sinh(x),1.0942119359970093,0.6060000061988831
