Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,Loss,Accuracy
1,exp(-x^2) + tanh(x),exp(-x^2),x1 + x2,tanh(x),1.1078299283981323,0.6230000257492065
1,exp(-x^2) + log(1 + exp(x)),exp(-x^2),x1 + x2,log(1 + exp(x)),0.958351731300354,0.6611999869346619
1,"min(atanh(x), sinc(x))",atanh(x),"min(x1, x2)",sinc(x),nan,0.10000000149011612
1,"1 / (min(x, 0) + err)",1,x1 / (x2 + err),"min(x, 0)",nan,0.10000000149011612
1,x**2 - asinh(x),x**2,x1 - x2,asinh(x),2.301658868789673,0.10540000349283218
1,"0 * min(x, 0)",0,x1 * x2,"min(x, 0)",2.3025875091552734,0.10000000149011612
1,exp(-x^2) / (x**3 + err),exp(-x^2),x1 / (x2 + err),x**3,nan,0.10000000149011612
1,log(abs(x + err)) / ((-x) + err),log(abs(x + err)),x1 / (x2 + err),(-x),nan,0.10000000149011612
1,sinh(x) / (log(1 + exp(x)) + err),sinh(x),x1 / (x2 + err),log(1 + exp(x)),nan,0.10000000149011612
1,x * abs(x),x,x1 * x2,abs(x),2.37756085395813,0.10679999738931656
1,"max(sqrt(x), x**3)",sqrt(x),"max(x1, x2)",x**3,nan,0.10000000149011612
1,"min(erf(x), cos(x))",erf(x),"min(x1, x2)",cos(x),1.5598444938659668,0.4505999982357025
1,"max((-x), abs(x))",(-x),"max(x1, x2)",abs(x),0.8461050987243652,0.7102000117301941
1,exp(x) * (-x),exp(x),x1 * x2,(-x),nan,0.10000000149011612
1,cos(x) / (sinh(x) + err),cos(x),x1 / (x2 + err),sinh(x),nan,0.10000000149011612
1,abs(x) / (asinh(x) + err),abs(x),x1 / (x2 + err),asinh(x),1.513532042503357,0.4611999988555908
1,sin(x) + 1,sin(x),x1 + x2,1,1.0582056045532227,0.6327999830245972
1,"min(log(1 + exp(x)), cosh(x))",log(1 + exp(x)),"min(x1, x2)",cosh(x),0.8208405375480652,0.7142000198364258
1,"min(abs(x), max(x, 0))",abs(x),"min(x1, x2)","max(x, 0)",0.7785977125167847,0.7310000061988831
1,"0 / (min(x, 0) + err)",0,x1 / (x2 + err),"min(x, 0)",2.302586793899536,0.10000000149011612
1,cos(x) * atanh(x),cos(x),x1 * x2,atanh(x),nan,0.10000000149011612
1,0 / (erf(x) + err),0,x1 / (x2 + err),erf(x),2.302586793899536,0.10000000149011612
1,"min(x**2, log(abs(x + err)))",x**2,"min(x1, x2)",log(abs(x + err)),nan,0.10000000149011612
1,x**2 - log(abs(x + err)),x**2,x1 - x2,log(abs(x + err)),nan,0.10000000149011612
1,x**2 * asinh(x),x**2,x1 * x2,asinh(x),2.52327036857605,0.10100000351667404
1,cos(x) / (sinc(x) + err),cos(x),x1 / (x2 + err),sinc(x),nan,0.10000000149011612
1,exp(x) * log(abs(x + err)),exp(x),x1 * x2,log(abs(x + err)),nan,0.10000000149011612
1,"min(x, 0) - 0","min(x, 0)",x1 - x2,0,1.0329344272613525,0.6424000263214111
1,"max(sinc(x), (-x))",sinc(x),"max(x1, x2)",(-x),nan,0.10000000149011612
1,"max(cosh(x), x)",cosh(x),"max(x1, x2)",x,nan,0.10000000149011612
1,"max((1/(1 + exp(-x))), abs(x))",(1/(1 + exp(-x))),"max(x1, x2)",abs(x),nan,0.10000000149011612
1,asinh(x) * sinh(x),asinh(x),x1 * x2,sinh(x),nan,0.10000000149011612
1,"min(sin(x), max(x, 0))",sin(x),"min(x1, x2)","max(x, 0)",1.1527488231658936,0.6051999926567078
1,"(-x) * max(x, 0)",(-x),x1 * x2,"max(x, 0)",1.381866216659546,0.5216000080108643
1,log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.9662911295890808,0.6592000126838684
1,sinc(x) - x**2,sinc(x),x1 - x2,x**2,nan,0.10000000149011612
1,"max(erf(x), exp(-x^2))",erf(x),"max(x1, x2)",exp(-x^2),1.2859652042388916,0.5411999821662903
