Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,C2_name,C2_unary1_key,C2_binary_key,C2_unary2_key,C3_name,C3_unary1_key,C3_binary_key,C3_unary2_key,Loss,Accuracy
1,"max(max(x, 0), erf(x))","max(x, 0)","max(x1, x2)",erf(x),"max(x**3, max(x, 0))",x**3,"max(x1, x2)","max(x, 0)","min(sinc(x), erf(x))",sinc(x),"min(x1, x2)",erf(x),1.0309194326400757,0.6330000162124634
1,x**2 - cos(x),x**2,x1 - x2,cos(x),"min(x, 0) * tanh(x)","min(x, 0)",x1 * x2,tanh(x),"sinh(x) * max(x, 0)",sinh(x),x1 * x2,"max(x, 0)",nan,0.10000000149011612
1,sinc(x) - (-x),sinc(x),x1 - x2,(-x),"max(sin(x), abs(x))",sin(x),"max(x1, x2)",abs(x),sqrt(x) + exp(x),sqrt(x),x1 + x2,exp(x),nan,0.10000000149011612
1,sin(x) + cosh(x),sin(x),x1 + x2,cosh(x),"max(log(abs(x + err)), exp(x))",log(abs(x + err)),"max(x1, x2)",exp(x),x**2 / (cosh(x) + err),x**2,x1 / (x2 + err),cosh(x),nan,0.10000000149011612
1,erf(x) - x**2,erf(x),x1 - x2,x**2,sinh(x) + exp(-x^2),sinh(x),x1 + x2,exp(-x^2),asinh(x) / (exp(-x^2) + err),asinh(x),x1 / (x2 + err),exp(-x^2),nan,0.10000000149011612
1,"min(cosh(x), cosh(x))",cosh(x),"min(x1, x2)",cosh(x),cosh(x) + (-x),cosh(x),x1 + x2,(-x),abs(x) * abs(x),abs(x),x1 * x2,abs(x),nan,0.10000000149011612
1,"0 / (min(x, 0) + err)",0,x1 / (x2 + err),"min(x, 0)","max(sinh(x), 0)",sinh(x),"max(x1, x2)",0,cosh(x) + atanh(x),cosh(x),x1 + x2,atanh(x),nan,0.10000000149011612
1,atanh(x) + exp(-x^2),atanh(x),x1 + x2,exp(-x^2),"max(x, 0) * cos(x)","max(x, 0)",x1 * x2,cos(x),"max(x, 0) + cosh(x)","max(x, 0)",x1 + x2,cosh(x),nan,0.10000000149011612
1,tanh(x) + abs(x),tanh(x),x1 + x2,abs(x),"max(sinh(x), min(x, 0))",sinh(x),"max(x1, x2)","min(x, 0)",1 * exp(x),1,x1 * x2,exp(x),nan,0.10000000149011612
1,"min(log(abs(x + err)), exp(-x^2))",log(abs(x + err)),"min(x1, x2)",exp(-x^2),"min(1, (1/(1 + exp(-x))))",1,"min(x1, x2)",(1/(1 + exp(-x))),"max(x**2, log(abs(x + err)))",x**2,"max(x1, x2)",log(abs(x + err)),2.3029119968414307,0.10000000149011612
1,x**3 / (cos(x) + err),x**3,x1 / (x2 + err),cos(x),"min(sqrt(x), tanh(x))",sqrt(x),"min(x1, x2)",tanh(x),"min(abs(x), exp(-x^2))",abs(x),"min(x1, x2)",exp(-x^2),nan,0.10000000149011612
1,sinc(x) * exp(x),sinc(x),x1 * x2,exp(x),x * x**2,x,x1 * x2,x**2,"max(asinh(x), 1)",asinh(x),"max(x1, x2)",1,nan,0.10000000149011612
1,x - 1,x,x1 - x2,1,"max(exp(x), sinh(x))",exp(x),"max(x1, x2)",sinh(x),x**2 - asinh(x),x**2,x1 - x2,asinh(x),nan,0.10000000149011612
1,"min(erf(x), 0)",erf(x),"min(x1, x2)",0,abs(x) * sinh(x),abs(x),x1 * x2,sinh(x),exp(x) + tanh(x),exp(x),x1 + x2,tanh(x),nan,0.10000000149011612
1,tanh(x) - sinc(x),tanh(x),x1 - x2,sinc(x),"max(x, 0) - log(abs(x + err))","max(x, 0)",x1 - x2,log(abs(x + err)),abs(x) / (cosh(x) + err),abs(x),x1 / (x2 + err),cosh(x),nan,0.10000000149011612
1,erf(x) * log(abs(x + err)),erf(x),x1 * x2,log(abs(x + err)),"max(log(abs(x + err)), x**2)",log(abs(x + err)),"max(x1, x2)",x**2,"min(cosh(x), exp(-x^2))",cosh(x),"min(x1, x2)",exp(-x^2),nan,0.10000000149011612
1,asinh(x) * abs(x),asinh(x),x1 * x2,abs(x),"log(1 + exp(x)) - min(x, 0)",log(1 + exp(x)),x1 - x2,"min(x, 0)",1 + log(abs(x + err)),1,x1 + x2,log(abs(x + err)),nan,0.10000000149011612
1,abs(x) * sinc(x),abs(x),x1 * x2,sinc(x),x - tanh(x),x,x1 - x2,tanh(x),(1/(1 + exp(-x))) / (exp(x) + err),(1/(1 + exp(-x))),x1 / (x2 + err),exp(x),0.8183950781822205,0.7116000056266785
1,x**2 + abs(x),x**2,x1 + x2,abs(x),"min(0, log(1 + exp(x)))",0,"min(x1, x2)",log(1 + exp(x)),cos(x) + atanh(x),cos(x),x1 + x2,atanh(x),2.3219668865203857,0.10000000149011612
1,erf(x) + sqrt(x),erf(x),x1 + x2,sqrt(x),"min(sin(x), sinh(x))",sin(x),"min(x1, x2)",sinh(x),abs(x) * x**2,abs(x),x1 * x2,x**2,nan,0.10000000149011612
1,abs(x) + log(abs(x + err)),abs(x),x1 + x2,log(abs(x + err)),"x**2 + min(x, 0)",x**2,x1 + x2,"min(x, 0)",sinh(x) - atanh(x),sinh(x),x1 - x2,atanh(x),nan,0.10000000149011612
1,cosh(x) / (erf(x) + err),cosh(x),x1 / (x2 + err),erf(x),sinc(x) - log(abs(x + err)),sinc(x),x1 - x2,log(abs(x + err)),sqrt(x) + x**2,sqrt(x),x1 + x2,x**2,nan,0.10000000149011612
1,abs(x) - 0,abs(x),x1 - x2,0,"min(sinh(x), sqrt(x))",sinh(x),"min(x1, x2)",sqrt(x),"min(1, sin(x))",1,"min(x1, x2)",sin(x),nan,0.10000000149011612
1,"min(erf(x), atanh(x))",erf(x),"min(x1, x2)",atanh(x),"max(x**3, x**2)",x**3,"max(x1, x2)",x**2,"min(0, x**2)",0,"min(x1, x2)",x**2,nan,0.10000000149011612
1,"max((-x), erf(x))",(-x),"max(x1, x2)",erf(x),sin(x) * sin(x),sin(x),x1 * x2,sin(x),"max(sqrt(x), cosh(x))",sqrt(x),"max(x1, x2)",cosh(x),2.3022520542144775,0.10700000077486038
1,exp(x) / (atanh(x) + err),exp(x),x1 / (x2 + err),atanh(x),sqrt(x) * abs(x),sqrt(x),x1 * x2,abs(x),erf(x) * sinh(x),erf(x),x1 * x2,sinh(x),nan,0.10000000149011612
1,sinh(x) - x**2,sinh(x),x1 - x2,x**2,exp(-x^2) / (sqrt(x) + err),exp(-x^2),x1 / (x2 + err),sqrt(x),"max(asinh(x), atanh(x))",asinh(x),"max(x1, x2)",atanh(x),nan,0.10000000149011612
1,atanh(x) - erf(x),atanh(x),x1 - x2,erf(x),"min(log(1 + exp(x)), cos(x))",log(1 + exp(x)),"min(x1, x2)",cos(x),exp(-x^2) + asinh(x),exp(-x^2),x1 + x2,asinh(x),nan,0.10000000149011612
1,exp(x) * sqrt(x),exp(x),x1 * x2,sqrt(x),sinc(x) / (x**3 + err),sinc(x),x1 / (x2 + err),x**3,(1/(1 + exp(-x))) * 1,(1/(1 + exp(-x))),x1 * x2,1,nan,0.10000000149011612
1,"min((-x), sin(x))",(-x),"min(x1, x2)",sin(x),0 + cos(x),0,x1 + x2,cos(x),sqrt(x) / (sqrt(x) + err),sqrt(x),x1 / (x2 + err),sqrt(x),2.2866392135620117,0.13359999656677246
1,"min(log(abs(x + err)), cosh(x))",log(abs(x + err)),"min(x1, x2)",cosh(x),"min(sqrt(x), 0)",sqrt(x),"min(x1, x2)",0,abs(x) / (cos(x) + err),abs(x),x1 / (x2 + err),cos(x),nan,0.10000000149011612
1,log(1 + exp(x)) + tanh(x),log(1 + exp(x)),x1 + x2,tanh(x),asinh(x) + cos(x),asinh(x),x1 + x2,cos(x),"min(erf(x), abs(x))",erf(x),"min(x1, x2)",abs(x),0.9618566632270813,0.6651999950408936
1,"min(x, 0) / (cos(x) + err)","min(x, 0)",x1 / (x2 + err),cos(x),asinh(x) - x,asinh(x),x1 - x2,x,"min(sqrt(x), (1/(1 + exp(-x))))",sqrt(x),"min(x1, x2)",(1/(1 + exp(-x))),nan,0.10000000149011612
1,x - sin(x),x,x1 - x2,sin(x),cos(x) * asinh(x),cos(x),x1 * x2,asinh(x),"max(abs(x), exp(x))",abs(x),"max(x1, x2)",exp(x),2.746676206588745,0.38960000872612
1,"max(x, 0) * cos(x)","max(x, 0)",x1 * x2,cos(x),cosh(x) * 0,cosh(x),x1 * x2,0,"min(x**3, x**2)",x**3,"min(x1, x2)",x**2,2.302586793899536,0.10000000149011612
1,log(abs(x + err)) - cos(x),log(abs(x + err)),x1 - x2,cos(x),"x**3 / (max(x, 0) + err)",x**3,x1 / (x2 + err),"max(x, 0)","min(atanh(x), (-x))",atanh(x),"min(x1, x2)",(-x),2.319082498550415,0.10000000149011612
1,erf(x) + abs(x),erf(x),x1 + x2,abs(x),asinh(x) - sin(x),asinh(x),x1 - x2,sin(x),x / (x + err),x,x1 / (x2 + err),x,2.3085930347442627,0.10000000149011612
2,cos(x) - x**3,cos(x),x1 - x2,x**3,tanh(x) / (tanh(x) + err),tanh(x),x1 / (x2 + err),tanh(x),atanh(x) / (sinh(x) + err),atanh(x),x1 / (x2 + err),sinh(x),nan,0.10000000149011612
2,"min(x**2, sinc(x))",x**2,"min(x1, x2)",sinc(x),erf(x) * sinc(x),erf(x),x1 * x2,sinc(x),exp(-x^2) - cosh(x),exp(-x^2),x1 - x2,cosh(x),1.4580678939819336,0.4875999987125397
2,"log(abs(x + err)) / (min(x, 0) + err)",log(abs(x + err)),x1 / (x2 + err),"min(x, 0)","min(0, exp(x))",0,"min(x1, x2)",exp(x),asinh(x) - abs(x),asinh(x),x1 - x2,abs(x),nan,0.10000000149011612
2,asinh(x) * sinc(x),asinh(x),x1 * x2,sinc(x),"max(x**2, log(1 + exp(x)))",x**2,"max(x1, x2)",log(1 + exp(x)),log(abs(x + err)) * 1,log(abs(x + err)),x1 * x2,1,nan,0.10000000149011612
2,erf(x) * tanh(x),erf(x),x1 * x2,tanh(x),"sinh(x) + min(x, 0)",sinh(x),x1 + x2,"min(x, 0)",sinc(x) / (sin(x) + err),sinc(x),x1 / (x2 + err),sin(x),nan,0.10000000149011612
2,"min(sinc(x), min(x, 0))",sinc(x),"min(x1, x2)","min(x, 0)",(1/(1 + exp(-x))) + 0,(1/(1 + exp(-x))),x1 + x2,0,exp(-x^2) - x,exp(-x^2),x1 - x2,x,nan,0.10000000149011612
2,(-x) / (sqrt(x) + err),(-x),x1 / (x2 + err),sqrt(x),"max(x**2, cos(x))",x**2,"max(x1, x2)",cos(x),"max(x, min(x, 0))",x,"max(x1, x2)","min(x, 0)",2.6532366275787354,0.10000000149011612
2,"min(x, 0) + x**3","min(x, 0)",x1 + x2,x**3,sinc(x) / (x**3 + err),sinc(x),x1 / (x2 + err),x**3,sqrt(x) - cosh(x),sqrt(x),x1 - x2,cosh(x),nan,0.10000000149011612
2,1 * asinh(x),1,x1 * x2,asinh(x),x**3 + cosh(x),x**3,x1 + x2,cosh(x),cosh(x) + (-x),cosh(x),x1 + x2,(-x),nan,0.10000000149011612
2,"min(exp(-x^2), atanh(x))",exp(-x^2),"min(x1, x2)",atanh(x),"max(exp(x), atanh(x))",exp(x),"max(x1, x2)",atanh(x),log(1 + exp(x)) + log(abs(x + err)),log(1 + exp(x)),x1 + x2,log(abs(x + err)),nan,0.10000000149011612
2,"max(abs(x), (1/(1 + exp(-x))))",abs(x),"max(x1, x2)",(1/(1 + exp(-x))),x**2 + sinc(x),x**2,x1 + x2,sinc(x),"max(exp(x), x**3)",exp(x),"max(x1, x2)",x**3,nan,0.10000000149011612
2,log(abs(x + err)) + sinh(x),log(abs(x + err)),x1 + x2,sinh(x),asinh(x) * sinh(x),asinh(x),x1 * x2,sinh(x),abs(x) - exp(x),abs(x),x1 - x2,exp(x),nan,0.10000000149011612
2,"max(max(x, 0), asinh(x))","max(x, 0)","max(x1, x2)",asinh(x),"min(tanh(x), (-x))",tanh(x),"min(x1, x2)",(-x),"max((1/(1 + exp(-x))), sinh(x))",(1/(1 + exp(-x))),"max(x1, x2)",sinh(x),1.0208101272583008,0.640999972820282
2,"max(0, sin(x))",0,"max(x1, x2)",sin(x),erf(x) / (sin(x) + err),erf(x),x1 / (x2 + err),sin(x),asinh(x) * log(1 + exp(x)),asinh(x),x1 * x2,log(1 + exp(x)),nan,0.10000000149011612
2,"exp(x) - max(x, 0)",exp(x),x1 - x2,"max(x, 0)",sin(x) / ((-x) + err),sin(x),x1 / (x2 + err),(-x),sin(x) * log(1 + exp(x)),sin(x),x1 * x2,log(1 + exp(x)),nan,0.10000000149011612
2,sqrt(x) - log(abs(x + err)),sqrt(x),x1 - x2,log(abs(x + err)),"max((-x), 0)",(-x),"max(x1, x2)",0,"max((-x), log(abs(x + err)))",(-x),"max(x1, x2)",log(abs(x + err)),nan,0.10000000149011612
2,log(abs(x + err)) + tanh(x),log(abs(x + err)),x1 + x2,tanh(x),sinh(x) / (sinh(x) + err),sinh(x),x1 / (x2 + err),sinh(x),"max((-x), asinh(x))",(-x),"max(x1, x2)",asinh(x),nan,0.10000000149011612
2,"max(cosh(x), abs(x))",cosh(x),"max(x1, x2)",abs(x),"min(atanh(x), x**3)",atanh(x),"min(x1, x2)",x**3,cos(x) / (sinc(x) + err),cos(x),x1 / (x2 + err),sinc(x),nan,0.10000000149011612
2,(-x) - exp(-x^2),(-x),x1 - x2,exp(-x^2),"min(sqrt(x), 1)",sqrt(x),"min(x1, x2)",1,"max(0, sin(x))",0,"max(x1, x2)",sin(x),nan,0.10000000149011612
2,exp(x) * cosh(x),exp(x),x1 * x2,cosh(x),sinh(x) + log(abs(x + err)),sinh(x),x1 + x2,log(abs(x + err)),"max((1/(1 + exp(-x))), sinh(x))",(1/(1 + exp(-x))),"max(x1, x2)",sinh(x),nan,0.10000000149011612
2,(-x) + sinh(x),(-x),x1 + x2,sinh(x),exp(-x^2) - tanh(x),exp(-x^2),x1 - x2,tanh(x),exp(-x^2) + log(abs(x + err)),exp(-x^2),x1 + x2,log(abs(x + err)),nan,0.10000000149011612
2,"max(log(1 + exp(x)), exp(x))",log(1 + exp(x)),"max(x1, x2)",exp(x),sinh(x) / (cosh(x) + err),sinh(x),x1 / (x2 + err),cosh(x),x**2 - exp(x),x**2,x1 - x2,exp(x),nan,0.10000000149011612
2,"log(abs(x + err)) * max(x, 0)",log(abs(x + err)),x1 * x2,"max(x, 0)",atanh(x) / (asinh(x) + err),atanh(x),x1 / (x2 + err),asinh(x),"max(abs(x), exp(x))",abs(x),"max(x1, x2)",exp(x),nan,0.10000000149011612
2,sin(x) - 1,sin(x),x1 - x2,1,"min(x, 0) * asinh(x)","min(x, 0)",x1 * x2,asinh(x),log(1 + exp(x)) - sin(x),log(1 + exp(x)),x1 - x2,sin(x),0.8547556400299072,0.6937999725341797
2,erf(x) / (sin(x) + err),erf(x),x1 / (x2 + err),sin(x),"max(exp(x), log(abs(x + err)))",exp(x),"max(x1, x2)",log(abs(x + err)),x**3 * 1,x**3,x1 * x2,1,nan,0.10000000149011612
2,tanh(x) - atanh(x),tanh(x),x1 - x2,atanh(x),exp(-x^2) + (-x),exp(-x^2),x1 + x2,(-x),sin(x) - (-x),sin(x),x1 - x2,(-x),nan,0.10000000149011612
2,sinh(x) / (sinh(x) + err),sinh(x),x1 / (x2 + err),sinh(x),x**2 / (x**3 + err),x**2,x1 / (x2 + err),x**3,0 / (x**3 + err),0,x1 / (x2 + err),x**3,nan,0.10000000149011612
2,sinh(x) + (-x),sinh(x),x1 + x2,(-x),"max(x, x**3)",x,"max(x1, x2)",x**3,atanh(x) - x**3,atanh(x),x1 - x2,x**3,nan,0.10000000149011612
2,x * log(abs(x + err)),x,x1 * x2,log(abs(x + err)),cos(x) + x,cos(x),x1 + x2,x,cos(x) - (-x),cos(x),x1 - x2,(-x),0.8831213712692261,0.6873999834060669
2,"max(x, log(1 + exp(x)))",x,"max(x1, x2)",log(1 + exp(x)),1 / (exp(x) + err),1,x1 / (x2 + err),exp(x),sqrt(x) + exp(-x^2),sqrt(x),x1 + x2,exp(-x^2),nan,0.10000000149011612
2,exp(x) - asinh(x),exp(x),x1 - x2,asinh(x),"max(x, 0) / (erf(x) + err)","max(x, 0)",x1 / (x2 + err),erf(x),"x**2 / (max(x, 0) + err)",x**2,x1 / (x2 + err),"max(x, 0)",nan,0.10000000149011612
2,"(-x) - max(x, 0)",(-x),x1 - x2,"max(x, 0)",cos(x) / (log(1 + exp(x)) + err),cos(x),x1 / (x2 + err),log(1 + exp(x)),(1/(1 + exp(-x))) - x,(1/(1 + exp(-x))),x1 - x2,x,nan,0.10000000149011612
2,"min(erf(x), (-x))",erf(x),"min(x1, x2)",(-x),"min(abs(x), sinh(x))",abs(x),"min(x1, x2)",sinh(x),cosh(x) / (log(1 + exp(x)) + err),cosh(x),x1 / (x2 + err),log(1 + exp(x)),nan,0.10000000149011612
2,"max((-x), min(x, 0))",(-x),"max(x1, x2)","min(x, 0)","max(x**2, max(x, 0))",x**2,"max(x1, x2)","max(x, 0)","max(exp(x), erf(x))",exp(x),"max(x1, x2)",erf(x),nan,0.10000000149011612
2,(1/(1 + exp(-x))) - atanh(x),(1/(1 + exp(-x))),x1 - x2,atanh(x),x**2 * exp(x),x**2,x1 * x2,exp(x),"max(atanh(x), log(abs(x + err)))",atanh(x),"max(x1, x2)",log(abs(x + err)),nan,0.10000000149011612
2,cos(x) * erf(x),cos(x),x1 * x2,erf(x),exp(x) / (1 + err),exp(x),x1 / (x2 + err),1,"max(abs(x), cos(x))",abs(x),"max(x1, x2)",cos(x),nan,0.10000000149011612
2,sinh(x) - tanh(x),sinh(x),x1 - x2,tanh(x),"min(x, 0) / (log(abs(x + err)) + err)","min(x, 0)",x1 / (x2 + err),log(abs(x + err)),x + cosh(x),x,x1 + x2,cosh(x),nan,0.10000000149011612
2,abs(x) + tanh(x),abs(x),x1 + x2,tanh(x),sinh(x) * x,sinh(x),x1 * x2,x,"min(x**2, x**2)",x**2,"min(x1, x2)",x**2,nan,0.10000000149011612
2,exp(x) + cos(x),exp(x),x1 + x2,cos(x),(1/(1 + exp(-x))) / (exp(x) + err),(1/(1 + exp(-x))),x1 / (x2 + err),exp(x),"erf(x) - min(x, 0)",erf(x),x1 - x2,"min(x, 0)",nan,0.10000000149011612
2,atanh(x) - sin(x),atanh(x),x1 - x2,sin(x),x**3 - erf(x),x**3,x1 - x2,erf(x),cosh(x) * log(abs(x + err)),cosh(x),x1 * x2,log(abs(x + err)),nan,0.10000000149011612
2,exp(-x^2) / (log(1 + exp(x)) + err),exp(-x^2),x1 / (x2 + err),log(1 + exp(x)),"min(exp(-x^2), (1/(1 + exp(-x))))",exp(-x^2),"min(x1, x2)",(1/(1 + exp(-x))),"min(x, 0) + erf(x)","min(x, 0)",x1 + x2,erf(x),1.3851412534713745,0.49239999055862427
2,"sinc(x) + min(x, 0)",sinc(x),x1 + x2,"min(x, 0)","min(sinc(x), 0)",sinc(x),"min(x1, x2)",0,"max(asinh(x), asinh(x))",asinh(x),"max(x1, x2)",asinh(x),nan,0.10000000149011612
2,erf(x) - sin(x),erf(x),x1 - x2,sin(x),"exp(-x^2) / (min(x, 0) + err)",exp(-x^2),x1 / (x2 + err),"min(x, 0)","max(x, tanh(x))",x,"max(x1, x2)",tanh(x),nan,0.10000000149011612
2,"max((1/(1 + exp(-x))), cos(x))",(1/(1 + exp(-x))),"max(x1, x2)",cos(x),x**3 * asinh(x),x**3,x1 * x2,asinh(x),atanh(x) / (sinc(x) + err),atanh(x),x1 / (x2 + err),sinc(x),nan,0.10000000149011612
2,erf(x) / ((1/(1 + exp(-x))) + err),erf(x),x1 / (x2 + err),(1/(1 + exp(-x))),"min(1, (1/(1 + exp(-x))))",1,"min(x1, x2)",(1/(1 + exp(-x))),"max((-x), (-x))",(-x),"max(x1, x2)",(-x),nan,0.10000000149011612
2,"max(log(abs(x + err)), erf(x))",log(abs(x + err)),"max(x1, x2)",erf(x),"max(sqrt(x), min(x, 0))",sqrt(x),"max(x1, x2)","min(x, 0)","x**2 * min(x, 0)",x**2,x1 * x2,"min(x, 0)",nan,0.10000000149011612
2,"min(x, 0) / (min(x, 0) + err)","min(x, 0)",x1 / (x2 + err),"min(x, 0)","max(sin(x), exp(x))",sin(x),"max(x1, x2)",exp(x),sin(x) - x**3,sin(x),x1 - x2,x**3,nan,0.10000000149011612
2,asinh(x) / ((1/(1 + exp(-x))) + err),asinh(x),x1 / (x2 + err),(1/(1 + exp(-x))),"abs(x) * max(x, 0)",abs(x),x1 * x2,"max(x, 0)","min((1/(1 + exp(-x))), min(x, 0))",(1/(1 + exp(-x))),"min(x1, x2)","min(x, 0)",nan,0.10000000149011612
2,"max(max(x, 0), log(1 + exp(x)))","max(x, 0)","max(x1, x2)",log(1 + exp(x)),exp(x) + sin(x),exp(x),x1 + x2,sin(x),(-x) + sinh(x),(-x),x1 + x2,sinh(x),nan,0.10000000149011612
2,x**3 / ((-x) + err),x**3,x1 / (x2 + err),(-x),"max(1, max(x, 0))",1,"max(x1, x2)","max(x, 0)",log(1 + exp(x)) + sinc(x),log(1 + exp(x)),x1 + x2,sinc(x),nan,0.10000000149011612
3,sinc(x) + x**2,sinc(x),x1 + x2,x**2,"min(tanh(x), log(1 + exp(x)))",tanh(x),"min(x1, x2)",log(1 + exp(x)),"max(cos(x), min(x, 0))",cos(x),"max(x1, x2)","min(x, 0)",nan,0.10000000149011612
3,"min((-x), (1/(1 + exp(-x))))",(-x),"min(x1, x2)",(1/(1 + exp(-x))),"min(x, cos(x))",x,"min(x1, x2)",cos(x),"max(x, 0) - erf(x)","max(x, 0)",x1 - x2,erf(x),1.1079723834991455,0.6115999817848206
3,sinc(x) - 0,sinc(x),x1 - x2,0,"max(log(1 + exp(x)), abs(x))",log(1 + exp(x)),"max(x1, x2)",abs(x),"max(cosh(x), log(1 + exp(x)))",cosh(x),"max(x1, x2)",log(1 + exp(x)),2.3025918006896973,0.10180000215768814
3,"max(x, atanh(x))",x,"max(x1, x2)",atanh(x),"max(exp(-x^2), atanh(x))",exp(-x^2),"max(x1, x2)",atanh(x),"min(erf(x), 0)",erf(x),"min(x1, x2)",0,nan,0.10000000149011612
3,x**3 * cosh(x),x**3,x1 * x2,cosh(x),"max(log(abs(x + err)), log(1 + exp(x)))",log(abs(x + err)),"max(x1, x2)",log(1 + exp(x)),"sinh(x) + min(x, 0)",sinh(x),x1 + x2,"min(x, 0)",nan,0.10000000149011612
3,"max((1/(1 + exp(-x))), min(x, 0))",(1/(1 + exp(-x))),"max(x1, x2)","min(x, 0)","min(x, 0) * abs(x)","min(x, 0)",x1 * x2,abs(x),exp(-x^2) - exp(x),exp(-x^2),x1 - x2,exp(x),1.069410800933838,0.6413999795913696
3,"max(cos(x), (-x))",cos(x),"max(x1, x2)",(-x),"(-x) - max(x, 0)",(-x),x1 - x2,"max(x, 0)","max(abs(x), max(x, 0))",abs(x),"max(x1, x2)","max(x, 0)",0.9303632974624634,0.670799970626831
3,"min(cosh(x), max(x, 0))",cosh(x),"min(x1, x2)","max(x, 0)",cosh(x) - x,cosh(x),x1 - x2,x,"asinh(x) * max(x, 0)",asinh(x),x1 * x2,"max(x, 0)",nan,0.10000000149011612
3,x**2 * sqrt(x),x**2,x1 * x2,sqrt(x),"min(sqrt(x), sinc(x))",sqrt(x),"min(x1, x2)",sinc(x),log(abs(x + err)) - (-x),log(abs(x + err)),x1 - x2,(-x),2.3357458114624023,0.09839999675750732
3,"min(x**3, exp(-x^2))",x**3,"min(x1, x2)",exp(-x^2),tanh(x) - tanh(x),tanh(x),x1 - x2,tanh(x),"min(max(x, 0), abs(x))","max(x, 0)","min(x1, x2)",abs(x),2.302588701248169,0.10000000149011612
3,sinh(x) - log(abs(x + err)),sinh(x),x1 - x2,log(abs(x + err)),erf(x) * sinc(x),erf(x),x1 * x2,sinc(x),"max(asinh(x), (-x))",asinh(x),"max(x1, x2)",(-x),nan,0.10000000149011612
3,(-x) * sinc(x),(-x),x1 * x2,sinc(x),(1/(1 + exp(-x))) + asinh(x),(1/(1 + exp(-x))),x1 + x2,asinh(x),sin(x) * cos(x),sin(x),x1 * x2,cos(x),2.3021419048309326,0.10580000281333923
