Gen,C1_name,C1_unary1_key,C1_binary_key,C1_unary2_key,C2_name,C2_unary1_key,C2_binary_key,C2_unary2_key,C3_name,C3_unary1_key,C3_binary_key,C3_unary2_key,Loss,Accuracy
9,cosh(x) + 1,cosh(x),x1 + x2,1,"max(x, 0) - cos(x)","max(x, 0)",x1 - x2,cos(x),"min(x**2, atanh(x))",x**2,"min(x1, x2)",atanh(x),nan,0.10000000149011612
9,asinh(x) - x,asinh(x),x1 - x2,x,"min(sin(x), log(abs(x + err)))",sin(x),"min(x1, x2)",log(abs(x + err)),cos(x) / (erf(x) + err),cos(x),x1 / (x2 + err),erf(x),nan,0.10000000149011612
9,"asinh(x) * max(x, 0)",asinh(x),x1 * x2,"max(x, 0)",asinh(x) / (log(abs(x + err)) + err),asinh(x),x1 / (x2 + err),log(abs(x + err)),cos(x) / (exp(x) + err),cos(x),x1 / (x2 + err),exp(x),nan,0.10000000149011612
9,x**2 - 1,x**2,x1 - x2,1,"atanh(x) - min(x, 0)",atanh(x),x1 - x2,"min(x, 0)","max(x, x**2)",x,"max(x1, x2)",x**2,nan,0.10000000149011612
9,cosh(x) + sin(x),cosh(x),x1 + x2,sin(x),cos(x) + atanh(x),cos(x),x1 + x2,atanh(x),x**2 / (sinc(x) + err),x**2,x1 / (x2 + err),sinc(x),nan,0.10000000149011612
9,"min((-x), abs(x))",(-x),"min(x1, x2)",abs(x),"max(min(x, 0), sqrt(x))","min(x, 0)","max(x1, x2)",sqrt(x),exp(-x^2) / (x**3 + err),exp(-x^2),x1 / (x2 + err),x**3,2.302589178085327,0.10000000149011612
9,"max(abs(x), max(x, 0))",abs(x),"max(x1, x2)","max(x, 0)","max(exp(-x^2), log(abs(x + err)))",exp(-x^2),"max(x1, x2)",log(abs(x + err)),"max(x**2, cosh(x))",x**2,"max(x1, x2)",cosh(x),nan,0.10000000149011612
9,sin(x) + abs(x),sin(x),x1 + x2,abs(x),"max(abs(x), sinc(x))",abs(x),"max(x1, x2)",sinc(x),sinc(x) * erf(x),sinc(x),x1 * x2,erf(x),0.9956296682357788,0.6462000012397766
9,"max(sinc(x), asinh(x))",sinc(x),"max(x1, x2)",asinh(x),"min(min(x, 0), sinh(x))","min(x, 0)","min(x1, x2)",sinh(x),1 + abs(x),1,x1 + x2,abs(x),nan,0.10000000149011612
9,"max((-x), (1/(1 + exp(-x))))",(-x),"max(x1, x2)",(1/(1 + exp(-x))),exp(-x^2) - atanh(x),exp(-x^2),x1 - x2,atanh(x),exp(-x^2) / (1 + err),exp(-x^2),x1 / (x2 + err),1,nan,0.10000000149011612
9,"min(log(1 + exp(x)), x**2)",log(1 + exp(x)),"min(x1, x2)",x**2,"min(asinh(x), (-x))",asinh(x),"min(x1, x2)",(-x),cos(x) + abs(x),cos(x),x1 + x2,abs(x),1.0775049924850464,0.6128000020980835
9,sin(x) / (sinh(x) + err),sin(x),x1 / (x2 + err),sinh(x),sinh(x) * 0,sinh(x),x1 * x2,0,"max(max(x, 0), log(abs(x + err)))","max(x, 0)","max(x1, x2)",log(abs(x + err)),nan,0.10000000149011612
9,"max(exp(x), exp(x))",exp(x),"max(x1, x2)",exp(x),"min(0, cos(x))",0,"min(x1, x2)",cos(x),"exp(x) * min(x, 0)",exp(x),x1 * x2,"min(x, 0)",nan,0.10000000149011612
9,asinh(x) - cosh(x),asinh(x),x1 - x2,cosh(x),sqrt(x) / ((1/(1 + exp(-x))) + err),sqrt(x),x1 / (x2 + err),(1/(1 + exp(-x))),"max(0, sin(x))",0,"max(x1, x2)",sin(x),nan,0.10000000149011612
9,sinc(x) - asinh(x),sinc(x),x1 - x2,asinh(x),"max(abs(x), 1)",abs(x),"max(x1, x2)",1,abs(x) / (log(1 + exp(x)) + err),abs(x),x1 / (x2 + err),log(1 + exp(x)),3.700641375711358e+31,0.10000000149011612
9,"min(exp(-x^2), cosh(x))",exp(-x^2),"min(x1, x2)",cosh(x),"min(cos(x), asinh(x))",cos(x),"min(x1, x2)",asinh(x),cos(x) + x**2,cos(x),x1 + x2,x**2,1.0476402044296265,0.621999979019165
9,erf(x) * x,erf(x),x1 * x2,x,sin(x) - (-x),sin(x),x1 - x2,(-x),sinh(x) - tanh(x),sinh(x),x1 - x2,tanh(x),0.9310851693153381,0.6841999888420105
9,cos(x) * tanh(x),cos(x),x1 * x2,tanh(x),sin(x) / ((1/(1 + exp(-x))) + err),sin(x),x1 / (x2 + err),(1/(1 + exp(-x))),asinh(x) / (tanh(x) + err),asinh(x),x1 / (x2 + err),tanh(x),nan,0.10000000149011612
9,log(abs(x + err)) - sinh(x),log(abs(x + err)),x1 - x2,sinh(x),sinh(x) + log(abs(x + err)),sinh(x),x1 + x2,log(abs(x + err)),log(1 + exp(x)) + atanh(x),log(1 + exp(x)),x1 + x2,atanh(x),nan,0.10000000149011612
9,tanh(x) / (abs(x) + err),tanh(x),x1 / (x2 + err),abs(x),"max((-x), asinh(x))",(-x),"max(x1, x2)",asinh(x),"min(sinh(x), min(x, 0))",sinh(x),"min(x1, x2)","min(x, 0)",nan,0.10000000149011612
9,1 - (1/(1 + exp(-x))),1,x1 - x2,(1/(1 + exp(-x))),"min(log(abs(x + err)), log(1 + exp(x)))",log(abs(x + err)),"min(x1, x2)",log(1 + exp(x)),log(abs(x + err)) / (1 + err),log(abs(x + err)),x1 / (x2 + err),1,nan,0.10000000149011612
9,"max(asinh(x), sin(x))",asinh(x),"max(x1, x2)",sin(x),sin(x) - x,sin(x),x1 - x2,x,sinh(x) + atanh(x),sinh(x),x1 + x2,atanh(x),nan,0.10000000149011612
9,(1/(1 + exp(-x))) / (0 + err),(1/(1 + exp(-x))),x1 / (x2 + err),0,asinh(x) + sinh(x),asinh(x),x1 + x2,sinh(x),"max(x**3, sqrt(x))",x**3,"max(x1, x2)",sqrt(x),nan,0.10000000149011612
9,log(1 + exp(x)) - sinc(x),log(1 + exp(x)),x1 - x2,sinc(x),x - exp(-x^2),x,x1 - x2,exp(-x^2),atanh(x) - sin(x),atanh(x),x1 - x2,sin(x),nan,0.10000000149011612
